#K-Path          Energy     s     py     pz     px    dxy    dyz    dz2    dxz  x2-y2    tot
# NKPTS & NBANDS: 120  76
# Band-Index    1
   2.42820    -14.332738  0.001  0.000  0.000  0.000  0.000  0.000  0.000  0.000  0.000  0.001
   2.44381    -14.332000  0.001  0.000  0.000  0.000  0.000  0.000  0.000  0.000  0.000  0.001
   2.45943    -14.331108  0.001  0.000  0.000  0.000  0.000  0.000  0.000  0.000  0.000  0.001
   2.47504    -14.330077  0.001  0.000  0.000  0.000  0.000  0.000  0.000  0.000  0.000  0.001
   2.49065    -14.328928  0.001  0.000  0.000  0.000  0.000  0.000  0.000  0.000  0.000  0.001
   2.50627    -14.327673  0.001  0.000  0.000  0.000  0.000  0.000  0.000  0.000  0.000  0.002
   2.52188    -14.326389  0.001  0.000  0.000  0.000  0.000  0.000  0.000  0.000  0.000  0.002
   2.53749    -14.325076  0.001  0.000  0.000  0.000  0.000  0.000  0.000  0.000  0.000  0.002
   2.55311    -14.323696  0.001  0.000  0.000  0.000  0.000  0.000  0.000  0.000  0.000  0.002
   2.56872    -14.322351  0.000  0.000  0.000  0.000  0.000  0.000  0.000  0.000  0.000  0.002
   2.58433    -14.321049  0.000  0.000  0.000  0.000  0.000  0.000  0.000  0.000  0.000  0.002
   2.59995    -14.319911  0.000  0.000  0.000  0.000  0.000  0.000  0.000  0.000  0.000  0.002
   2.61556    -14.318961  0.000  0.000  0.000  0.000  0.000  0.000  0.000  0.000  0.000  0.002
   2.63117    -14.318208  0.000  0.000  0.000  0.000  0.000  0.000  0.000  0.000  0.000  0.002
   2.64679    -14.317732  0.000  0.000  0.000  0.000  0.000  0.000  0.000  0.000  0.000  0.002
   2.66240    -14.317520  0.000  0.000  0.000  0.000  0.000  0.000  0.000  0.000  0.000  0.002
 
# Band-Index    2
   2.66240    -14.317520  0.000  0.000  0.000  0.000  0.000  0.000  0.000  0.000  0.000  0.002
   2.64679    -14.317730  0.000  0.000  0.000  0.000  0.000  0.000  0.000  0.000  0.000  0.002
   2.63117    -14.318203  0.000  0.000  0.000  0.000  0.000  0.000  0.000  0.000  0.000  0.002
   2.61556    -14.318951  0.000  0.000  0.000  0.000  0.000  0.000  0.000  0.000  0.000  0.002
   2.59995    -14.319894  0.000  0.000  0.000  0.000  0.000  0.000  0.000  0.000  0.000  0.002
   2.58433    -14.321025  0.000  0.000  0.000  0.000  0.000  0.000  0.000  0.000  0.000  0.002
   2.56872    -14.322319  0.000  0.000  0.000  0.000  0.000  0.000  0.000  0.000  0.000  0.002
   2.55311    -14.323656  0.001  0.000  0.000  0.000  0.000  0.000  0.000  0.000  0.000  0.002
   2.53749    -14.325029  0.001  0.000  0.000  0.000  0.000  0.000  0.000  0.000  0.000  0.002
   2.52188    -14.326335  0.001  0.000  0.000  0.000  0.000  0.000  0.000  0.000  0.000  0.002
   2.50627    -14.327614  0.001  0.000  0.000  0.000  0.000  0.000  0.000  0.000  0.000  0.002
   2.49065    -14.328864  0.001  0.000  0.000  0.000  0.000  0.000  0.000  0.000  0.000  0.002
   2.47504    -14.330009  0.001  0.000  0.000  0.000  0.000  0.000  0.000  0.000  0.000  0.001
   2.45943    -14.331036  0.001  0.000  0.000  0.000  0.000  0.000  0.000  0.000  0.000  0.001
   2.44381    -14.331925  0.001  0.000  0.000  0.000  0.000  0.000  0.000  0.000  0.000  0.001
   2.42820    -14.332660  0.001  0.000  0.000  0.000  0.000  0.000  0.000  0.000  0.000  0.001
   2.41258    -14.333253  0.001  0.000  0.000  0.000  0.000  0.000  0.000  0.000  0.000  0.001
   2.39697    -14.333678  0.001  0.000  0.000  0.000  0.000  0.000  0.000  0.000  0.000  0.001
   2.38136    -14.333908  0.001  0.000  0.000  0.000  0.000  0.000  0.000  0.000  0.000  0.001
   2.36574    -14.333995  0.001  0.000  0.000  0.000  0.000  0.000  0.000  0.000  0.000  0.001
   2.36574    -14.333995  0.001  0.000  0.000  0.000  0.000  0.000  0.000  0.000  0.000  0.001
   2.34366    -14.327090  0.002  0.000  0.000  0.000  0.000  0.000  0.000  0.000  0.000  0.002
   2.32158    -14.320731  0.002  0.000  0.000  0.000  0.000  0.000  0.000  0.000  0.000  0.002
   2.29950    -14.315067  0.002  0.000  0.000  0.000  0.000  0.000  0.000  0.000  0.000  0.002
   2.27742    -14.310046  0.000  0.000  0.000  0.000  0.000  0.000  0.000  0.000  0.000  0.002
   2.25534    -14.305677  0.000  0.000  0.000  0.000  0.000  0.000  0.000  0.000  0.000  0.002
   2.23326    -14.301917  0.000  0.000  0.000  0.000  0.000  0.000  0.000  0.000  0.000  0.002
   2.21118    -14.298706  0.000  0.000  0.000  0.000  0.000  0.000  0.000  0.000  0.000  0.002
   2.18910    -14.295981  0.000  0.000  0.000  0.000  0.000  0.000  0.000  0.000  0.000  0.002
   2.16702    -14.293696  0.000  0.000  0.000  0.000  0.000  0.000  0.000  0.000  0.000  0.002
   2.14494    -14.291770  0.000  0.000  0.000  0.000  0.000  0.000  0.000  0.000  0.000  0.002
   2.12286    -14.290149  0.000  0.000  0.000  0.000  0.000  0.000  0.000  0.000  0.000  0.002
   2.10077    -14.288835  0.000  0.000  0.000  0.000  0.000  0.000  0.000  0.000  0.000  0.002
   2.07869    -14.287753  0.000  0.000  0.000  0.000  0.000  0.000  0.000  0.000  0.000  0.002
   2.05661    -14.286873  0.000  0.000  0.000  0.000  0.000  0.000  0.000  0.000  0.000  0.002
   2.03453    -14.286186  0.000  0.000  0.000  0.000  0.000  0.000  0.000  0.000  0.000  0.002
   2.01245    -14.285675  0.000  0.000  0.000  0.000  0.000  0.000  0.000  0.000  0.000  0.002
   1.99037    -14.285320  0.000  0.000  0.000  0.000  0.000  0.000  0.000  0.000  0.000  0.002
   1.96829    -14.285131  0.000  0.000  0.000  0.000  0.000  0.000  0.000  0.000  0.000  0.002
   1.94621    -14.285052  0.000  0.000  0.000  0.000  0.000  0.000  0.000  0.000  0.000  0.002
   1.94621    -14.285052  0.000  0.000  0.000  0.000  0.000  0.000  0.000  0.000  0.000  0.002
   1.91917    -14.287681  0.000  0.000  0.000  0.000  0.000  0.000  0.000  0.000  0.000  0.002
   1.89212    -14.294909  0.000  0.000  0.000  0.000  0.000  0.000  0.000  0.000  0.000  0.002
   1.86508    -14.305373  0.000  0.000  0.000  0.000  0.000  0.000  0.000  0.000  0.000  0.002
   1.83804    -14.317670  0.000  0.000  0.000  0.000  0.000  0.000  0.000  0.000  0.000  0.002
   1.81099    -14.330866  0.000  0.000  0.000  0.000  0.000  0.000  0.000  0.000  0.000  0.002
