#k-distance eigenvalue[eV]
2.74805953 -8.70960000
2.79439832 -8.70380000
2.84073711 -8.69770000
2.84073711 -8.69770000
2.88424562 -8.69660000
2.92775413 -8.69360000
2.97126264 -8.68860000
3.01477115 -8.68180000
3.05827966 -8.67350000
3.10178817 -8.66420000
3.14529668 -8.65420000
3.18880519 -8.64440000
3.23231370 -8.63530000
3.27582221 -8.62710000
3.31933072 -8.62060000
3.36283924 -8.61530000
3.40634775 -8.61140000
3.44985626 -8.60880000
3.49336477 -8.60710000
3.53687328 -8.60610000
3.58038179 -8.60550000
3.62389030 -8.60510000
3.66739881 -8.60530000
3.71090732 -8.60530000
3.71090732 -8.60530000
3.75657941 -8.60410000
3.80225150 -8.60130000
3.84792359 -8.59670000
3.89359568 -8.59110000
3.93926777 -8.58450000
3.98493987 -8.57790000
4.03061196 -8.57160000
4.07628405 -8.56630000
4.12195614 -8.56210000
4.16762823 -8.55930000
4.21330032 -8.55820000
4.21330032 -8.55820000
4.25516641 -8.55910000
4.29703246 -8.56150000
4.33889855 -8.56510000
4.38076464 -8.56920000
4.42263073 -8.57380000
4.46449681 -8.57880000
4.50636290 -8.58380000
4.54822899 -8.58910000
4.59009507 -8.59480000
4.63196116 -8.60080000
4.67382722 -8.60730000
4.71569331 -8.61460000
4.75755939 -8.62260000
4.79942548 -8.63120000
4.84129157 -8.64030000
4.88315765 -8.64960000
4.92502374 -8.65890000
4.96688983 -8.66800000
5.00875591 -8.67640000
5.05062197 -8.68350000
5.09248806 -8.68950000
5.13435415 -8.69390000
5.17622023 -8.69670000
5.21808632 -8.69770000
5.21808632 -8.60530000
5.26442511 -8.61620000
5.31076390 -8.62480000
5.35710269 -8.63110000
5.40344148 -8.63520000
5.44978027 -8.63750000
5.49611906 -8.63840000
5.54245785 -8.63890000
5.58879664 -8.63850000
5.63513543 -8.63820000
5.68147422 -8.63840000
5.68147422 -8.55820000
5.72781301 -8.56150000
5.77415180 -8.57980000
5.82049059 -8.59770000
5.86682938 -8.61400000
5.91316817 -8.62870000
5.95950696 -8.64060000
6.00584575 -8.65050000
6.05218453 -8.65810000
6.09852332 -8.66250000
6.14486211 -8.66410000

0.00000000 -8.73250000
0.04350851 -8.73160000
0.08701702 -8.72830000
0.13052553 -8.72390000
0.17403404 -8.71810000
0.21754255 -8.71090000
0.26105106 -8.70270000
0.30455957 -8.69380000
0.34806808 -8.68450000
0.39157659 -8.67530000
0.43508511 -8.66630000
0.47859362 -8.65770000
0.52210213 -8.65020000
0.56561064 -8.64380000
0.60911915 -8.63830000
0.65262766 -8.63380000
0.69613617 -8.63010000
0.73964468 -8.62770000
0.78315319 -8.62590000
0.82666170 -8.62480000
0.87017021 -8.62450000
0.87017021 -8.62450000
0.91584230 -8.62490000
0.96151439 -8.62460000
1.00718648 -8.61990000
1.05285857 -8.61050000
1.09853067 -8.59830000
1.14420276 -8.58400000
1.18987485 -8.56850000
1.23554694 -8.55240000
1.28121903 -8.53660000
1.32689112 -8.52200000
1.37256321 -8.50890000
1.37256321 -8.50890000
1.41442930 -8.51990000
1.45629536 -8.53180000
1.49816144 -8.54380000
1.54002753 -8.55620000
1.58189362 -8.56870000
1.62375970 -8.58140000
1.66562579 -8.59420000
1.70749188 -8.60690000
1.74935797 -8.61950000
1.79122405 -8.63180000
1.83309011 -8.64390000
1.87495620 -8.65570000
1.91682228 -8.66700000
1.95868837 -8.67430000
2.00055446 -8.68140000
2.04242054 -8.68920000
2.08428663 -8.69720000
2.12615272 -8.70520000
2.16801881 -8.71250000
2.20988486 -8.71930000
2.25175095 -8.72480000
2.29361704 -8.72880000
2.33548312 -8.73170000
2.37734921 -8.73250000
2.37734921 -8.73250000
2.42368800 -8.73220000
2.47002679 -8.73120000
2.51636558 -8.72860000
2.56270437 -8.72590000
2.60904316 -8.72280000
2.65538195 -8.71900000
2.70172074 -8.71460000
2.74805953 -8.70950000
2.79439832 -8.70370000
2.84073711 -8.69770000
2.84073711 -8.69770000
2.88424562 -8.69660000
2.92775413 -8.69360000
2.97126264 -8.68860000
3.01477115 -8.68180000
3.05827966 -8.67350000
3.10178817 -8.66420000
3.14529668 -8.65420000
3.18880519 -8.64440000
3.23231370 -8.63530000
3.27582221 -8.62710000
3.31933072 -8.62060000
3.36283924 -8.61530000
3.40634775 -8.61140000
3.44985626 -8.60880000
3.49336477 -8.60710000
3.53687328 -8.60610000
3.58038179 -8.60550000
3.62389030 -8.60510000
3.66739881 -8.60530000
3.71090732 -8.60530000
3.71090732 -8.60530000
3.75657941 -8.60410000
3.80225150 -8.60130000
3.84792359 -8.59670000
3.89359568 -8.59110000
3.93926777 -8.58450000
3.98493987 -8.57790000
4.03061196 -8.57160000
4.07628405 -8.56630000
4.12195614 -8.56210000
4.16762823 -8.55930000
4.21330032 -8.55820000
4.21330032 -8.55820000
4.25516641 -8.55910000
4.29703246 -8.56150000
4.33889855 -8.56510000
4.38076464 -8.56920000
4.42263073 -8.57380000
4.46449681 -8.57880000
4.50636290 -8.58380000
4.54822899 -8.58910000
4.59009507 -8.59480000
4.63196116 -8.60080000
4.67382722 -8.60730000
4.71569331 -8.61460000
4.75755939 -8.62260000
4.79942548 -8.63120000
4.84129157 -8.64030000
4.88315765 -8.64960000
4.92502374 -8.65890000
4.96688983 -8.66800000
5.00875591 -8.67640000
5.05062197 -8.68350000
5.09248806 -8.68950000
5.13435415 -8.69390000
5.17622023 -8.69670000
5.21808632 -8.69770000
5.21808632 -8.60530000
5.26442511 -8.59150000
5.31076390 -8.57560000
5.35710269 -8.57590000
5.40344148 -8.58790000
5.44978027 -8.59850000
5.49611906 -8.60730000
5.54245785 -8.61470000
5.58879664 -8.62000000
5.63513543 -8.62330000
5.68147422 -8.62450000
5.68147422 -8.55820000
5.72781301 -8.55720000
5.77415180 -8.55390000
5.82049059 -8.54890000
5.86682938 -8.54200000
5.91316817 -8.53500000
5.95950696 -8.52720000
6.00584575 -8.51980000
6.05218453 -8.51380000
6.09852332 -8.51020000
6.14486211 -8.50890000

0.00000000 -8.73250000
0.04350851 -8.72990000
0.08701702 -8.72360000
0.13052553 -8.71400000
0.17403404 -8.70110000
0.21754255 -8.68500000
0.26105106 -8.66540000
0.30455957 -8.64270000
0.34806808 -8.61790000
0.39157659 -8.59450000
0.43508511 -8.57400000
0.47859362 -8.55490000
0.52210213 -8.53740000
0.56561064 -8.52120000
0.60911915 -8.50610000
0.65262766 -8.49200000
0.69613617 -8.47930000
0.73964468 -8.46760000
0.78315319 -8.46090000
0.82666170 -8.45750000
0.87017021 -8.45610000
0.87017021 -8.45610000
0.91584230 -8.45690000
0.96151439 -8.45760000
1.00718648 -8.45870000
1.05285857 -8.46000000
1.09853067 -8.46180000
1.14420276 -8.46480000
1.18987485 -8.47000000
1.23554694 -8.47750000
1.28121903 -8.48690000
1.32689112 -8.49750000
1.37256321 -8.50880000
1.37256321 -8.50880000
1.41442930 -8.49920000
1.45629536 -8.49200000
1.49816144 -8.48790000
1.54002753 -8.48640000
1.58189362 -8.48720000
1.62375970 -8.49090000
1.66562579 -8.49660000
1.70749188 -8.50440000
1.74935797 -8.51360000
1.79122405 -8.52380000
1.83309011 -8.53510000
1.87495620 -8.54720000
1.91682228 -8.55920000
1.95868837 -8.57900000
2.00055446 -8.60130000
2.04242054 -8.62500000
2.08428663 -8.64840000
2.12615272 -8.66970000
2.16801881 -8.68790000
2.20988486 -8.70310000
2.25175095 -8.71510000
2.29361704 -8.72400000
2.33548312 -8.73030000
2.37734921 -8.73250000
2.37734921 -8.73250000
2.42368800 -8.73220000
2.47002679 -8.73110000
2.51636558 -8.72200000
2.56270437 -8.70710000
2.60904316 -8.68710000
2.65538195 -8.67230000
2.70172074 -8.67850000
2.74805953 -8.68490000
2.79439832 -8.69140000
2.84073711 -8.69760000
2.84073711 -8.69760000
2.88424562 -8.69660000
2.92775413 -8.69340000
2.97126264 -8.68800000
3.01477115 -8.68060000
3.05827966 -8.67170000
3.10178817 -8.66130000
3.14529668 -8.64930000
3.18880519 -8.63660000
3.23231370 -8.62370000
3.27582221 -8.61060000
3.31933072 -8.59800000
3.36283924 -8.58580000
3.40634775 -8.57450000
3.44985626 -8.56430000
3.49336477 -8.55550000
3.53687328 -8.54860000
3.58038179 -8.54270000
3.62389030 -8.53870000
3.66739881 -8.53660000
3.71090732 -8.53570000
3.71090732 -8.53570000
3.75657941 -8.53580000
3.80225150 -8.53660000
3.84792359 -8.53770000
3.89359568 -8.53910000
3.93926777 -8.54030000
3.98493987 -8.54110000
4.03061196 -8.54170000
4.07628405 -8.54210000
4.12195614 -8.54250000
4.16762823 -8.54280000
4.21330032 -8.54300000
4.21330032 -8.54300000
4.25516641 -8.54280000
4.29703246 -8.54230000
4.33889855 -8.54190000
4.38076464 -8.54210000
4.42263073 -8.54290000
4.46449681 -8.54520000
4.50636290 -8.54860000
4.54822899 -8.55370000
4.59009507 -8.56030000
4.63196116 -8.56830000
4.67382722 -8.57780000
4.71569331 -8.58850000
4.75755939 -8.60010000
4.79942548 -8.61220000
4.84129157 -8.62490000
4.88315765 -8.63760000
4.92502374 -8.65010000
4.96688983 -8.66180000
5.00875591 -8.67250000
5.05062197 -8.68140000
5.09248806 -8.68850000
5.13435415 -8.69360000
5.17622023 -8.69670000
5.21808632 -8.69760000
5.21808632 -8.53570000
5.26442511 -8.54910000
5.31076390 -8.56260000
5.35710269 -8.55770000
5.40344148 -8.53820000
5.44978027 -8.51740000
5.49611906 -8.49640000
5.54245785 -8.47600000
5.58879664 -8.45940000
5.63513543 -8.45690000
5.68147422 -8.45610000
5.68147422 -8.54300000
5.72781301 -8.55720000
5.77415180 -8.55390000
5.82049059 -8.54880000
5.86682938 -8.54190000
5.91316817 -8.53490000
5.95950696 -8.52710000
6.00584575 -8.51970000
6.05218453 -8.51370000
6.09852332 -8.51010000
6.14486211 -8.50880000

0.00000000 -8.65240000
0.04350851 -8.65130000
0.08701702 -8.64820000
0.13052553 -8.64300000
0.17403404 -8.63560000
0.21754255 -8.62610000
0.26105106 -8.61410000
0.30455957 -8.59940000
0.34806808 -8.58280000
0.39157659 -8.56750000
0.43508511 -8.55190000
0.47859362 -8.53540000
0.52210213 -8.52040000
0.56561064 -8.50680000
0.60911915 -8.49430000
0.65262766 -8.48330000
0.69613617 -8.47400000
0.73964468 -8.46660000
0.78315319 -8.45680000
0.82666170 -8.44730000
0.87017021 -8.43930000
0.87017021 -8.43930000
0.91584230 -8.43850000
0.96151439 -8.43990000
1.00718648 -8.44190000
1.05285857 -8.44450000
1.09853067 -8.44790000
1.14420276 -8.45030000
1.18987485 -8.45190000
1.23554694 -8.45260000
1.28121903 -8.45260000
1.32689112 -8.45240000
1.37256321 -8.45220000
1.37256321 -8.45220000
1.41442930 -8.45240000
1.45629536 -8.45310000
1.49816144 -8.45500000
1.54002753 -8.45820000
1.58189362 -8.46250000
1.62375970 -8.46830000
1.66562579 -8.47600000
1.70749188 -8.48580000
1.74935797 -8.49720000
1.79122405 -8.51040000
1.83309011 -8.52500000
1.87495620 -8.54150000
1.91682228 -8.55890000
1.95868837 -8.57200000
2.00055446 -8.58520000
2.04242054 -8.59750000
2.08428663 -8.60920000
2.12615272 -8.62000000
2.16801881 -8.62930000
2.20988486 -8.63740000
2.25175095 -8.64380000
2.29361704 -8.64850000
2.33548312 -8.65140000
2.37734921 -8.65240000
2.37734921 -8.65240000
2.42368800 -8.65300000
2.47002679 -8.65490000
2.51636558 -8.65780000
2.56270437 -8.66180000
2.60904316 -8.66660000
2.65538195 -8.67220000
2.70172074 -8.67840000
2.74805953 -8.68480000
2.79439832 -8.69130000
2.84073711 -8.69760000
2.84073711 -8.69760000
2.88424562 -8.69660000
2.92775413 -8.69340000
2.97126264 -8.68800000
3.01477115 -8.68060000
3.05827966 -8.67170000
3.10178817 -8.66130000
3.14529668 -8.64930000
3.18880519 -8.63660000
3.23231370 -8.62370000
3.27582221 -8.61060000
3.31933072 -8.59800000
3.36283924 -8.58580000
3.40634775 -8.57450000
3.44985626 -8.56430000
3.49336477 -8.55550000
3.53687328 -8.54860000
3.58038179 -8.54270000
3.62389030 -8.53870000
3.66739881 -8.53660000
3.71090732 -8.53570000
3.71090732 -8.53570000
3.75657941 -8.53580000
3.80225150 -8.53660000
3.84792359 -8.53770000
3.89359568 -8.53910000
3.93926777 -8.54030000
3.98493987 -8.54110000
4.03061196 -8.54170000
4.07628405 -8.54210000
4.12195614 -8.54250000
4.16762823 -8.54280000
4.21330032 -8.54300000
4.21330032 -8.54300000
4.25516641 -8.54280000
4.29703246 -8.54230000
4.33889855 -8.54190000
4.38076464 -8.54210000
4.42263073 -8.54290000
4.46449681 -8.54520000
4.50636290 -8.54860000
4.54822899 -8.55370000
4.59009507 -8.56030000
4.63196116 -8.56830000
4.67382722 -8.57780000
4.71569331 -8.58850000
4.75755939 -8.60010000
4.79942548 -8.61220000
4.84129157 -8.62490000
4.88315765 -8.63760000
4.92502374 -8.65010000
4.96688983 -8.66180000
5.00875591 -8.67250000
5.05062197 -8.68140000
5.09248806 -8.68850000
5.13435415 -8.69360000
5.17622023 -8.69670000
5.21808632 -8.69760000
5.21808632 -8.53570000
5.26442511 -8.52230000
5.31076390 -8.50970000
5.35710269 -8.49800000
5.40344148 -8.48750000
5.44978027 -8.47820000
5.49611906 -8.47020000
5.54245785 -8.46420000
5.58879664 -8.45760000
5.63513543 -8.44380000
5.68147422 -8.43930000
5.68147422 -8.54300000
5.72781301 -8.52530000
5.77415180 -8.50870000
5.82049059 -8.49420000
5.86682938 -8.48160000
5.91316817 -8.47190000
5.95950696 -8.46390000
6.00584575 -8.45840000
6.05218453 -8.45480000
6.09852332 -8.45290000
6.14486211 -8.45220000

0.00000000 -8.65230000
0.04350851 -8.65110000
0.08701702 -8.64740000
0.13052553 -8.64140000
0.17403404 -8.63320000
0.21754255 -8.62300000
0.26105106 -8.61100000
0.30455957 -8.59750000
0.34806808 -8.57990000
0.39157659 -8.55480000
0.43508511 -8.52230000
0.47859362 -8.48530000
0.52210213 -8.45040000
0.56561064 -8.42600000
0.60911915 -8.41570000
0.65262766 -8.41410000
0.69613617 -8.41650000
0.73964468 -8.42040000
0.78315319 -8.42540000
0.82666170 -8.43160000
0.87017021 -8.43800000
0.87017021 -8.43800000
0.91584230 -8.43760000
0.96151439 -8.43280000
1.00718648 -8.42520000
1.05285857 -8.41570000
1.09853067 -8.40500000
1.14420276 -8.39380000
1.18987485 -8.38260000
1.23554694 -8.37180000
1.28121903 -8.36210000
1.32689112 -8.35400000
1.37256321 -8.34850000
1.37256321 -8.34850000
1.41442930 -8.35220000
1.45629536 -8.35640000
1.49816144 -8.36090000
1.54002753 -8.36550000
1.58189362 -8.36940000
1.62375970 -8.37290000
1.66562579 -8.37570000
1.70749188 -8.37810000
1.74935797 -8.37990000
1.79122405 -8.38370000
1.83309011 -8.40340000
1.87495620 -8.44300000
1.91682228 -8.48420000
1.95868837 -8.52150000
2.00055446 -8.55230000
2.04242054 -8.57620000
2.08428663 -8.59540000
2.12615272 -8.61090000
2.16801881 -8.62360000
2.20988486 -8.63400000
2.25175095 -8.64200000
2.29361704 -8.64770000
2.33548312 -8.65130000
2.37734921 -8.65230000
2.37734921 -8.65230000
2.42368800 -8.65290000
2.47002679 -8.65480000
2.51636558 -8.65770000
2.56270437 -8.66170000
2.60904316 -8.66660000
2.65538195 -8.66150000
2.70172074 -8.62980000
2.74805953 -8.59100000
2.79439832 -8.54510000
2.84073711 -8.49180000
2.84073711 -8.49180000
2.88424562 -8.49110000
2.92775413 -8.48910000
2.97126264 -8.48580000
3.01477115 -8.48110000
3.05827966 -8.47540000
3.10178817 -8.46840000
3.14529668 -8.45990000
3.18880519 -8.45050000
3.23231370 -8.44010000
3.27582221 -8.42880000
3.31933072 -8.41790000
3.36283924 -8.40690000
3.40634775 -8.39660000
3.44985626 -8.38790000
3.49336477 -8.38000000
3.53687328 -8.37380000
3.58038179 -8.36850000
3.62389030 -8.36480000
3.66739881 -8.36300000
3.71090732 -8.36210000
3.71090732 -8.36210000
3.75657941 -8.36190000
3.80225150 -8.36180000
3.84792359 -8.36140000
3.89359568 -8.36060000
3.93926777 -8.35930000
3.98493987 -8.35730000
4.03061196 -8.35420000
4.07628405 -8.34970000
4.12195614 -8.34370000
4.16762823 -8.33650000
4.21330032 -8.33070000
4.21330032 -8.33070000
4.25516641 -8.33620000
4.29703246 -8.34390000
4.33889855 -8.35190000
4.38076464 -8.35980000
4.42263073 -8.36720000
4.46449681 -8.37470000
4.50636290 -8.38190000
4.54822899 -8.38910000
4.59009507 -8.39610000
4.63196116 -8.40320000
4.67382722 -8.41080000
4.71569331 -8.41910000
4.75755939 -8.42790000
4.79942548 -8.43680000
4.84129157 -8.44580000
4.88315765 -8.45450000
4.92502374 -8.46260000
4.96688983 -8.47020000
5.00875591 -8.47670000
5.05062197 -8.48200000
5.09248806 -8.48630000
5.13435415 -8.48930000
5.17622023 -8.49120000
5.21808632 -8.49180000
5.21808632 -8.36210000
5.26442511 -8.37170000
5.31076390 -8.38240000
5.35710269 -8.39350000
5.40344148 -8.40400000
5.44978027 -8.41380000
5.49611906 -8.42210000
5.54245785 -8.42970000
5.58879664 -8.43490000
5.63513543 -8.43830000
5.68147422 -8.43800000
5.68147422 -8.33070000
5.72781301 -8.33120000
5.77415180 -8.33210000
5.82049059 -8.33400000
5.86682938 -8.33590000
5.91316817 -8.33870000
5.95950696 -8.34110000
6.00584575 -8.34360000
6.05218453 -8.34620000
6.09852332 -8.34790000
6.14486211 -8.34850000

0.00000000 -8.34010000
0.04350851 -8.34040000
0.08701702 -8.34160000
0.13052553 -8.34360000
0.17403404 -8.34640000
0.21754255 -8.35010000
0.26105106 -8.35440000
0.30455957 -8.35910000
0.34806808 -8.36390000
0.39157659 -8.36920000
0.43508511 -8.37380000
0.47859362 -8.37680000
0.52210213 -8.37870000
0.56561064 -8.37790000
0.60911915 -8.37490000
0.65262766 -8.37270000
0.69613617 -8.37230000
0.73964468 -8.37240000
0.78315319 -8.37270000
0.82666170 -8.37300000
0.87017021 -8.37340000
0.87017021 -8.37340000
0.91584230 -8.37280000
0.96151439 -8.37080000
1.00718648 -8.36690000
1.05285857 -8.36260000
1.09853067 -8.35790000
1.14420276 -8.35310000
