      #Energy        TDOS
     -13.36312      19.83000
     -13.35912      18.05000
     -13.35512      18.43000
     -13.35112      19.23000
     -13.34712      19.37000
     -13.34312      19.89000
     -13.33912      18.63000
     -13.33512      17.67000
     -13.33112      17.42000
     -13.32712      17.31000
     -13.32312      17.11000
     -13.31912      17.52000
     -13.31512      18.03000
     -13.31112      17.60000
     -13.30712      17.53000
     -13.30312      17.82000
     -13.29912      16.72000
     -13.29512      16.28000
     -13.29112      16.02000
     -13.28712      16.54000
     -13.28312      16.34000
     -13.27912      15.73000
     -13.27512      15.40000
     -13.27112      15.71000
     -13.26712      16.26000
     -13.26312      16.15000
     -13.25912      15.55000
     -13.25512      16.62000
     -13.25112      15.28000
     -13.24712      14.87000
     -13.24312      14.60000
     -13.23912      14.24000
     -13.23512      14.00000
     -13.23112      13.76000
     -13.22712      13.54000
     -13.22312      13.36000
     -13.21912      13.18000
     -13.21512      13.97000
     -13.21112      13.42000
     -13.20712      13.52000
     -13.20312      14.48000
     -13.19912      13.32000
     -13.19512      13.92000
     -13.19112      13.50000
     -13.18712      12.71000
     -13.18312      12.32000
     -13.17912      12.00000
     -13.17512      11.68000
     -13.17112      11.39000
     -13.16712      11.13000
     -13.16312      10.87000
     -13.15912      10.62000
     -13.15512      10.39000
     -13.15112      10.11000
     -13.14712       9.97500
     -13.14312       9.83800
     -13.13912       9.67100
     -13.13512       9.56800
     -13.13112      11.58000
     -13.12712      12.10000
     -13.12312      11.04000
     -13.11912      10.09000
     -13.11512       9.49100
     -13.11112       9.02000
     -13.10712       8.39800
     -13.10312       7.82100
     -13.09912       7.32900
     -13.09512       6.86000
     -13.09112       6.37500
     -13.08712       5.89200
     -13.08312       5.31300
     -13.07912       4.93600
     -13.07512       4.46300
     -13.07112       4.00500
     -13.06712       3.57300
     -13.06312       3.19700
     -13.05912       2.94200
     -13.05512       2.92500
     -13.05112       2.97600
     -13.04712       1.90000
     -13.04312       1.55900
     -13.03912       1.34800
     -13.03512       1.32600
     -13.03112       1.43900
     -13.02712       1.73600
     -13.02312       2.10700
     -13.01912       2.46600
     -13.01512       2.82300
     -13.01112       3.18500
     -13.00712       3.55100
     -13.00312       3.91500
     -12.99912       4.29400
     -12.99512       4.69100
     -12.99112       5.10800
     -12.98712       5.54600
     -12.98312       6.01100
     -12.97912       6.52600
     -12.97512       6.97200
     -12.97112       7.84600
     -12.96712       8.77800
     -12.96312      10.65000
     -12.95912      16.11000
     -12.95512      10.69000
     -12.95112      10.49000
     -12.94712      10.54000
     -12.94312      10.75000
     -12.93912      10.98000
     -12.93512      11.21000
     -12.93112      11.49000
     -12.92712      11.86000
     -12.92312      12.23000
     -12.91912      12.84000
     -12.91512      13.39000
     -12.91112      13.98000
     -12.90712      14.73000
     -12.90312      15.86000
     -12.89912      17.28000
     -12.89512      19.03000
     -12.89112      19.12000
     -12.88712      20.01000
     -12.88312      25.71000
     -12.87912      28.49000
     -12.87512      34.37000
     -12.87112      46.91000
     -12.86712      51.83000
     -12.86312      41.57000
     -12.85912      35.48000
     -12.85512      31.45000
     -12.85112      29.61000
     -12.84712      27.67000
     -12.84312      25.87000
     -12.83912      24.75000
     -12.83512      23.85000
     -12.83112      23.34000
     -12.82712      22.79000
     -12.82312      22.37000
     -12.81912      21.50000
     -12.81512      20.60000
     -12.81112      19.91000
     -12.80712      19.68000
     -12.80312      19.13000
     -12.79912      18.14000
     -12.79512      17.81000
     -12.79112      17.53000
     -12.78712      17.25000
     -12.78312      17.01000
     -12.77912      16.88000
     -12.77512      16.41000
     -12.77112      16.04000
     -12.76712      15.68000
     -12.76312      15.37000
     -12.75912      15.24000
     -12.75512      15.25000
     -12.75112      15.06000
     -12.74712      15.03000
     -12.74312      14.61000
     -12.73912      13.50000
     -12.73512      13.30000
     -12.73112      13.09000
     -12.72712      12.96000
     -12.72312      12.91000
     -12.71912      12.86000
     -12.71512      12.80000
     -12.71112      13.18000
     -12.70712      13.18000
     -12.70312      13.11000
     -12.69912      12.25000
     -12.69512      12.14000
     -12.69112      12.08000
     -12.68712      12.00000
     -12.68312      11.91000
     -12.67912      11.70000
     -12.67512      11.45000
     -12.67112      11.25000
     -12.66712      11.32000
     -12.66312      11.18000
     -12.65912      10.84000
     -12.65512      10.72000
     -12.65112      10.59000
     -12.64712      10.46000
     -12.64312      10.32000
     -12.63912      10.18000
     -12.63512      10.05000
     -12.63112       9.92700
     -12.62712       9.81300
     -12.62312       9.71000
     -12.61912       9.58800
     -12.61512       9.48100
     -12.61112       9.36100
     -12.60712       9.24200
     -12.60312       9.12500
     -12.59912       9.03100
     -12.59512       8.94500
     -12.59112       8.86000
     -12.58712       8.75200
     -12.58312       8.65300
     -12.57912       8.55400
     -12.57512       8.43200
     -12.57112       8.32600
     -12.56712       8.27100
     -12.56312       8.17700
     -12.55912       8.03600
     -12.55512       7.90900
     -12.55112       7.80500
     -12.54712       7.76700
     -12.54312       7.77800
     -12.53912       7.63500
     -12.53512       7.43800
     -12.53112       7.39700
     -12.52712       7.58700
     -12.52312       6.46200
     -12.51912       6.32400
     -12.51512       6.41500
     -12.51112       6.47300
     -12.50712       6.52900
     -12.50312       6.58100
     -12.49912       6.67900
     -12.49512       6.85200
     -12.49112       6.94300
     -12.48712       6.94000
     -12.48312       6.95700
     -12.47912       7.31200
     -12.47512       6.88200
     -12.47112       6.18900
     -12.46712       6.09800
     -12.46312       6.00600
     -12.45912       5.91600
     -12.45512       5.83100
     -12.45112       5.75300
     -12.44712       5.67800
     -12.44312       5.60300
     -12.43912       5.53800
     -12.43512       5.48200
     -12.43112       5.40200
     -12.42712       5.30100
     -12.42312       5.20100
     -12.41912       5.10500
     -12.41512       5.02500
     -12.41112       4.95100
     -12.40712       4.87500
     -12.40312       4.79400
     -12.39912       4.73200
     -12.39512       4.62500
     -12.39112       4.50100
     -12.38712       4.40300
     -12.38312       4.31500
     -12.37912       4.20400
     -12.37512       4.10100
     -12.37112       4.03100
     -12.36712       3.88500
     -12.36312       3.75300
     -12.35912       5.64300
     -12.35512      10.05000
     -12.35112      13.42000
     -12.34712      14.91000
     -12.34312      19.44000
     -12.33912      21.04000
     -12.33512      20.04000
     -12.33112      20.96000
     -12.32712      22.25000
     -12.32312      27.38000
     -12.31912      33.04000
     -12.31512      34.05000
     -12.31112      32.36000
     -12.30712      32.70000
     -12.30312      32.83000
     -12.29912      33.04000
     -12.29512      31.48000
     -12.29112      31.07000
     -12.28712      30.68000
     -12.28312      30.24000
     -12.27912      29.69000
     -12.27512      28.76000
     -12.27112      27.81000
     -12.26712      27.41000
     -12.26312      27.02000
     -12.25912      27.65000
     -12.25512      27.98000
     -12.25112      27.81000
     -12.24712      27.45000
     -12.24312      26.13000
     -12.23912      25.59000
     -12.23512      25.65000
     -12.23112      25.66000
     -12.22712      25.51000
     -12.22312      25.77000
     -12.21912      25.76000
     -12.21512      26.67000
     -12.21112      27.75000
     -12.20712      29.00000
     -12.20312      28.16000
     -12.19912      27.65000
     -12.19512      27.75000
     -12.19112      27.88000
     -12.18712      28.08000
     -12.18312      28.35000
     -12.17912      28.67000
     -12.17512      29.04000
     -12.17112      29.40000
     -12.16712      30.35000
     -12.16312      31.77000
     -12.15912      32.59000
     -12.15512      33.23000
     -12.15112      34.23000
     -12.14712      34.69000
     -12.14312      33.42000
     -12.13912      31.72000
     -12.13512      30.18000
     -12.13112      29.12000
     -12.12712      27.60000
     -12.12312      27.85000
     -12.11912      24.94000
     -12.11512      28.79000
     -12.11112      29.10000
     -12.10712      28.62000
     -12.10312      30.44000
     -12.09912      32.96000
     -12.09512      32.61000
     -12.09112      33.44000
     -12.08712      35.84000
     -12.08312      35.52000
     -12.07912      35.30000
     -12.07512      34.73000
     -12.07112      39.17000
     -12.06712      33.92000
     -12.06312      32.29000
     -12.05912      32.98000
     -12.05512      33.05000
     -12.05112      31.04000
     -12.04712      28.11000
     -12.04312      27.44000
     -12.03912      27.78000
     -12.03512      30.99000
     -12.03112      33.30000
     -12.02712      35.51000
     -12.02312      33.14000
     -12.01912      32.01000
     -12.01512      29.23000
     -12.01112      28.20000
     -12.00712      30.14000
     -12.00312      28.75000
     -11.99912      29.87000
     -11.99512      30.81000
     -11.99112      35.43000
     -11.98712      36.66000
     -11.98312      34.87000
     -11.97912      36.70000
     -11.97512      35.31000
     -11.97112      36.12000
     -11.96712      34.82000
     -11.96312      34.75000
     -11.95912      35.28000
     -11.95512      38.10000
     -11.95112      39.83000
     -11.94712      44.05000
     -11.94312      49.70000
     -11.93912      49.35000
     -11.93512      52.51000
     -11.93112      54.58000
     -11.92712      58.89000
     -11.92212      61.46000
     -11.91812      61.83000
     -11.91412      58.87000
     -11.91012      62.22000
     -11.90612      61.27000
     -11.90212      63.79000
     -11.89812      63.51000
     -11.89412      63.17000
     -11.89012      60.52000
     -11.88612      60.36000
     -11.88212      59.57000
     -11.87812      60.29000
     -11.87412      60.04000
     -11.87012      59.69000
     -11.86612      61.21000
     -11.86212      61.95000
     -11.85812      57.30000
     -11.85412      55.60000
     -11.85012      57.38000
     -11.84612      55.30000
     -11.84212      52.67000
     -11.83812      51.26000
     -11.83412      51.25000
     -11.83012      50.29000
     -11.82612      49.74000
     -11.82212      49.22000
     -11.81812      49.18000
     -11.81412      49.80000
     -11.81012      50.02000
     -11.80612      57.81000
     -11.80212      60.24000
     -11.79812      56.91000
     -11.79412      57.04000
     -11.79012      56.65000
     -11.78612      57.93000
     -11.78212      60.20000
     -11.77812      59.42000
     -11.77412      58.27000
     -11.77012      73.06000
     -11.76612     105.80000
     -11.76212      89.19000
     -11.75812      90.77000
     -11.75412      68.33000
     -11.75012      77.91000
     -11.74612      90.88000
     -11.74212      63.39000
     -11.73812      52.86000
     -11.73412      41.41000
     -11.73012      46.87000
     -11.72612      53.13000
     -11.72212      48.90000
     -11.71812      60.23000
     -11.71412      45.18000
     -11.71012      78.79000
     -11.70612      66.07000
     -11.70212      54.73000
     -11.69812      56.53000
     -11.69412      52.69000
     -11.69012      51.05000
     -11.68612      62.37000
     -11.68212      51.92000
     -11.67812      55.87000
     -11.67412      56.12000
     -11.67012      60.82000
     -11.66612      54.84000
     -11.66212      51.44000
     -11.65812      50.66000
     -11.65412      46.77000
     -11.65012      45.30000
     -11.64612      47.58000
     -11.64212      46.53000
