  #K-Path    Energy        Zn        Al         S
# NKPTS & NBANDS: 120  52
# Band-Index    1
    2.701  -12.1662     0.028     0.012     0.628
    2.718  -12.1889     0.028     0.013     0.628
    2.734  -12.2116     0.029     0.014     0.624
    2.751  -12.2341     0.029     0.014     0.622
    2.767  -12.2562     0.030     0.014     0.619
    2.784  -12.2774     0.031     0.012     0.618
    2.800  -12.2960     0.033     0.012     0.616
    2.817  -12.3054     0.036     0.010     0.616
 
# Band-Index    6
    2.817  -12.3054     0.036     0.010     0.615
    2.800  -12.2960     0.033     0.012     0.616
    2.784  -12.2774     0.031     0.012     0.618
    2.767  -12.2562     0.030     0.014     0.620
    2.751  -12.2341     0.029     0.014     0.623
    2.734  -12.2116     0.029     0.014     0.624
    2.718  -12.1889     0.028     0.013     0.628
    2.701  -12.1661     0.028     0.012     0.628
    2.685  -12.1434     0.028     0.012     0.630
    2.668  -12.1209     0.027     0.013     0.633
    2.652  -12.0986     0.027     0.013     0.635
    2.635  -12.0766     0.027     0.013     0.638
    2.619  -12.0552     0.027     0.012     0.638
    2.602  -12.0343     0.026     0.012     0.642
    2.586  -12.0142     0.026     0.012     0.643
    2.569  -11.9952     0.025     0.012     0.644
    2.553  -11.9777     0.025     0.012     0.646
    2.536  -11.9627     0.025     0.011     0.649
    2.520  -11.9517     0.024     0.011     0.650
    2.503  -11.9476     0.024     0.012     0.650
    2.503  -11.9476     0.024     0.012     0.650
    2.480  -11.9384     0.024     0.012     0.650
    2.456  -11.9315     0.024     0.010     0.650
    2.433  -11.9279     0.024     0.011     0.652
    2.410  -11.9280     0.026     0.011     0.652
    2.386  -11.9313     0.026     0.011     0.648
    2.363  -11.9367     0.028     0.011     0.650
    2.340  -11.9434     0.028     0.011     0.646
    2.316  -11.9506     0.028     0.011     0.646
    2.293  -11.9580     0.028     0.011     0.646
    2.269  -11.9652     0.028     0.011     0.646
    2.246  -11.9721     0.028     0.011     0.644
    2.223  -11.9784     0.028     0.010     0.644
    2.199  -11.9841     0.028     0.010     0.642
    2.176  -11.9889     0.028     0.011     0.644
    2.153  -11.9929     0.026     0.011     0.644
    2.129  -11.9959     0.026     0.012     0.644
    2.106  -11.9979     0.024     0.012     0.646
    2.083  -11.9990     0.024     0.012     0.646
    2.059  -11.9994     0.024     0.012     0.646
    2.059  -11.9994     0.024     0.012     0.646
    2.031  -11.9962     0.024     0.012     0.646
    2.002  -11.9879     0.024     0.011     0.646
    1.973  -11.9761     0.024     0.013     0.646
    1.945  -11.9624     0.024     0.013     0.646
    1.916  -11.9476     0.024     0.014     0.648
    1.888  -11.9325     0.024     0.012     0.648
    1.859  -11.9174     0.024     0.013     0.648
    1.830  -11.9025     0.024     0.013     0.650
    1.802  -11.8882     0.024     0.014     0.650
    1.773  -11.8745     0.024     0.012     0.650
    1.744  -11.8618     0.024     0.012     0.650
    1.716  -11.8501     0.024     0.012     0.652
    1.687  -11.8397     0.024     0.013     0.652
    1.659  -11.8306     0.024     0.013     0.652
    1.630  -11.8230     0.024     0.012     0.652
    1.601  -11.8170     0.024     0.012     0.654
    1.573  -11.8126     0.024     0.012     0.654
    1.544  -11.8100     0.024     0.012     0.654
    1.516  -11.8091     0.024     0.012     0.658
    1.516  -11.8091     0.024     0.012     0.658
    1.480  -11.8115     0.024     0.012     0.656
    1.445  -11.8187     0.024     0.012     0.652
    1.410  -11.8305     0.024     0.012     0.652
    1.375  -11.8467     0.024     0.012     0.652
    1.340  -11.8668     0.024     0.014     0.648
    1.305  -11.8904     0.024     0.014     0.648
    1.270  -11.9171     0.024     0.014     0.648
    1.235  -11.9463     0.024     0.014     0.644
    1.200  -11.9774     0.024     0.016     0.644
    1.165  -12.0098     0.022     0.016     0.640
    1.130  -12.0416     0.024     0.012     0.644
    1.095  -12.0112     0.024     0.012     0.644
    1.060  -11.9799     0.024     0.012     0.648
    1.025  -11.9482     0.024     0.010     0.652
    0.990  -11.9167     0.024     0.010     0.652
    0.955  -11.8858     0.026     0.010     0.656
    0.920  -11.8804     0.026     0.010     0.656
    0.885  -11.9161     0.026     0.010     0.652
    0.850  -11.9575     0.026     0.010     0.648
    0.850  -11.9575     0.026     0.010     0.648
    0.838  -11.9726     0.026     0.010     0.648
    0.826  -11.9883     0.026     0.010     0.648
    0.815  -12.0045     0.026     0.010     0.644
    0.803  -12.0214     0.026     0.012     0.640
    0.791  -12.0388     0.026     0.012     0.640
    0.780  -12.0568     0.028     0.012     0.640
    0.768  -12.0753     0.028     0.012     0.640
    0.756  -12.0942     0.028     0.012     0.636
    0.745  -12.1137     0.028     0.012     0.636
    0.733  -12.1335     0.028     0.012     0.632
    0.721  -12.1537     0.028     0.014     0.632
    0.710  -12.1742     0.028     0.014     0.628
    0.698  -12.1950     0.028     0.014     0.628
    0.686  -12.2159     0.028     0.014     0.624
    0.674  -12.2369     0.030     0.014     0.624
    0.663  -12.2578     0.030     0.014     0.620
    0.651  -12.2781     0.032     0.012     0.616
    0.639  -12.2962     0.034     0.012     0.616
    0.628  -12.3054     0.036     0.010     0.615
    0.628  -12.3054     0.036     0.010     0.615
    0.595  -12.2951     0.036     0.012     0.616
    0.562  -12.2814     0.036     0.008     0.616
    0.529  -12.2640     0.038     0.008     0.616
    0.496  -12.2429     0.038     0.008     0.624
    0.463  -12.2179     0.036     0.008     0.624
    0.430  -12.1891     0.036     0.008     0.624
    0.396  -12.1567     0.036     0.008     0.624
    0.363  -12.1211     0.034     0.008     0.632
    0.330  -12.0832     0.034     0.008     0.632
    0.297  -12.0437     0.032     0.012     0.632
    0.264  -12.0038     0.030     0.012     0.640
    0.231  -11.9648     0.030     0.012     0.640
    0.198  -11.9278     0.028     0.012     0.648
    0.165  -11.8942     0.026     0.012     0.648
    0.132  -11.8649     0.026     0.012     0.648
    0.099  -11.8411     0.026     0.012     0.656
    0.066  -11.8235     0.024     0.012     0.656
    0.033  -11.8127     0.024     0.012     0.656
    0.000  -11.8091     0.024     0.012     0.658
 
# Band-Index    7
    0.000  -11.8091     0.024     0.012     0.656
    0.033  -11.8083     0.024     0.012     0.656
    0.066  -11.8061     0.024     0.012     0.656
    0.099  -11.8024     0.024     0.012     0.656
    0.132  -11.7976     0.024     0.012     0.656
    0.165  -11.7918     0.024     0.010     0.660
    0.198  -11.7852     0.024     0.010     0.660
    0.231  -11.7780     0.026     0.010     0.660
    0.264  -11.7706     0.026     0.010     0.664
    0.297  -11.7631     0.026     0.008     0.664
    0.330  -11.7557     0.026     0.008     0.664
    0.363  -11.7486     0.026     0.008     0.667
    0.396  -11.7420     0.026     0.008     0.668
    0.430  -11.7359     0.026     0.008     0.668
    0.463  -11.7306     0.026     0.006     0.668
    0.496  -11.7261     0.026     0.006     0.668
    0.529  -11.7226     0.026     0.006     0.672
    0.562  -11.7200     0.026     0.006     0.672
    0.595  -11.7184     0.026     0.006     0.672
    0.628  -11.7178     0.026     0.006     0.672
    0.628  -11.7178     0.026     0.006     0.672
    0.639  -11.7181     0.026     0.006     0.672
    0.651  -11.7189     0.026     0.006     0.672
    0.663  -11.7203     0.026     0.006     0.672
    0.674  -11.7222     0.026     0.006     0.672
    0.686  -11.7246     0.026     0.006     0.672
    0.698  -11.7276     0.026     0.006     0.668
    0.710  -11.7311     0.026     0.006     0.668
    0.721  -11.7350     0.026     0.006     0.668
    0.733  -11.7395     0.028     0.006     0.668
    0.745  -11.7444     0.028     0.006     0.668
    0.756  -11.7497     0.028     0.006     0.668
    0.768  -11.7555     0.028     0.006     0.668
    0.780  -11.7617     0.028     0.006     0.668
    0.791  -11.7683     0.028     0.006     0.664
    0.803  -11.7752     0.028     0.006     0.664
    0.815  -11.7824     0.028     0.006     0.664
    0.826  -11.7900     0.028     0.006     0.664
    0.838  -11.7978     0.028     0.006     0.664
    0.850  -11.8058     0.028     0.006     0.660
    0.850  -11.8058     0.028     0.006     0.660
    0.885  -11.8308     0.030     0.006     0.660
    0.920  -11.8562     0.030     0.006     0.656
    0.955  -11.8807     0.032     0.006     0.656
    0.990  -11.9020     0.032     0.006     0.648
    1.025  -11.9181     0.034     0.006     0.652
    1.060  -11.9265     0.036     0.006     0.648
    1.095  -11.9264     0.036     0.006     0.648
    1.130  -11.9187     0.036     0.006     0.648
    1.165  -11.9058     0.034     0.006     0.648
    1.200  -11.8903     0.032     0.008     0.648
    1.235  -11.8741     0.032     0.008     0.652
    1.270  -11.8586     0.030     0.008     0.656
    1.305  -11.8447     0.028     0.008     0.652
    1.340  -11.8331     0.028     0.010     0.656
    1.375  -11.8238     0.026     0.010     0.656
    1.410  -11.8171     0.026     0.010     0.656
    1.445  -11.8125     0.024     0.012     0.656
    1.480  -11.8099     0.024     0.012     0.658
    1.516  -11.8091     0.024     0.012     0.656
    1.516  -11.8091     0.024     0.012     0.656
    1.544  -11.8100     0.024     0.012     0.656
    1.573  -11.8126     0.024     0.012     0.656
    1.601  -11.8170     0.024     0.012     0.656
    1.630  -11.8230     0.024     0.012     0.656
    1.659  -11.8306     0.024     0.012     0.656
    1.687  -11.8397     0.024     0.013     0.652
    1.716  -11.8501     0.024     0.013     0.652
    1.744  -11.8618     0.024     0.012     0.652
    1.773  -11.8745     0.024     0.012     0.652
    1.802  -11.8882     0.024     0.013     0.652
    1.830  -11.9025     0.024     0.013     0.648
    1.859  -11.9174     0.024     0.013     0.648
    1.888  -11.9325     0.024     0.014     0.648
    1.916  -11.9476     0.024     0.013     0.648
    1.945  -11.9624     0.024     0.013     0.648
    1.973  -11.9761     0.024     0.013     0.646
    2.002  -11.9879     0.024     0.012     0.644
    2.031  -11.9962     0.024     0.011     0.644
    2.059  -11.9994     0.024     0.012     0.644
    2.059  -11.9994     0.024     0.012     0.644
    2.083  -11.9962     0.024     0.012     0.648
    2.106  -11.9875     0.024     0.013     0.646
    2.129  -11.9748     0.024     0.013     0.648
    2.153  -11.9599     0.024     0.011     0.648
    2.176  -11.9440     0.024     0.010     0.652
    2.199  -11.9282     0.024     0.011     0.652
    2.223  -11.9132     0.024     0.012     0.654
    2.246  -11.8995     0.026     0.010     0.654
    2.269  -11.8874     0.026     0.010     0.654
    2.293  -11.8772     0.026     0.010     0.656
    2.316  -11.8689     0.026     0.010     0.656
    2.340  -11.8626     0.026     0.008     0.656
    2.363  -11.8607     0.030     0.007     0.658
    2.386  -11.8652     0.030     0.007     0.654
    2.410  -11.8688     0.030     0.007     0.658
    2.433  -11.8706     0.030     0.007     0.654
    2.456  -11.8699     0.030     0.008     0.654
    2.480  -11.8674     0.030     0.008     0.654
    2.503  -11.8639     0.030     0.008     0.655
    2.503  -11.8639     0.030     0.008     0.655
    2.520  -11.8605     0.029     0.007     0.656
    2.536  -11.8517     0.028     0.008     0.657
    2.553  -11.8402     0.028     0.008     0.659
    2.569  -11.8276     0.028     0.008     0.660
    2.586  -11.8149     0.028     0.008     0.661
    2.602  -11.8025     0.028     0.008     0.661
    2.619  -11.7907     0.028     0.008     0.664
    2.635  -11.7795     0.028     0.007     0.664
    2.652  -11.7691     0.026     0.006     0.666
    2.668  -11.7596     0.026     0.006     0.668
    2.685  -11.7510     0.026     0.006     0.668
    2.701  -11.7433     0.026     0.006     0.668
    2.718  -11.7366     0.026     0.006     0.668
    2.734  -11.7309     0.026     0.006     0.672
    2.751  -11.7262     0.026     0.006     0.668
    2.767  -11.7226     0.026     0.006     0.668
    2.784  -11.7200     0.026     0.006     0.672
    2.800  -11.7184     0.026     0.006     0.672
    2.817  -11.7178     0.026     0.006     0.672
 
# Band-Index    8
    2.817  -11.7178     0.026     0.006     0.672
    2.800  -11.7184     0.026     0.006     0.672
    2.784  -11.7199     0.026     0.006     0.672
    2.767  -11.7226     0.026     0.006     0.668
    2.751  -11.7262     0.026     0.006     0.668
    2.734  -11.7309     0.026     0.006     0.672
    2.718  -11.7366     0.026     0.006     0.668
    2.701  -11.7433     0.026     0.006     0.668
    2.685  -11.7510     0.026     0.006     0.668
    2.668  -11.7596     0.026     0.006     0.668
    2.652  -11.7691     0.026     0.006     0.666
    2.635  -11.7795     0.028     0.007     0.664
    2.619  -11.7906     0.028     0.008     0.664
    2.602  -11.8025     0.028     0.008     0.661
    2.586  -11.8149     0.028     0.008     0.661
    2.569  -11.8276     0.028     0.008     0.660
    2.553  -11.8402     0.028     0.008     0.659
    2.536  -11.8517     0.028     0.008     0.657
    2.520  -11.8605     0.029     0.007     0.656
    2.503  -11.8639     0.030     0.008     0.655
    2.503  -11.8639     0.030     0.008     0.655
    2.480  -11.8604     0.030     0.008     0.658
    2.456  -11.8575     0.028     0.008     0.656
    2.433  -11.8555     0.028     0.008     0.660
    2.410  -11.8548     0.028     0.008     0.656
    2.386  -11.8556     0.028     0.008     0.658
    2.363  -11.8582     0.026     0.008     0.657
    2.340  -11.8563     0.030     0.008     0.656
    2.316  -11.8525     0.030     0.008     0.658
    2.293  -11.8498     0.030     0.007     0.656
    2.269  -11.8484     0.030     0.007     0.660
    2.246  -11.8483     0.032     0.005     0.660
    2.223  -11.8497     0.032     0.005     0.658
    2.199  -11.8525     0.034     0.005     0.656
    2.176  -11.8564     0.034     0.005     0.654
    2.153  -11.8611     0.036     0.005     0.654
    2.129  -11.8660     0.036     0.005     0.652
    2.106  -11.8705     0.038     0.003     0.654
    2.083  -11.8737     0.038     0.002     0.652
    2.059  -11.8748     0.038     0.002     0.652
    2.059  -11.8748     0.038     0.002     0.652
    2.031  -11.8740     0.038     0.002     0.654
    2.002  -11.8717     0.038     0.002     0.654
    1.973  -11.8679     0.038     0.002     0.654
    1.945  -11.8628     0.036     0.003     0.650
    1.916  -11.8568     0.036     0.003     0.652
    1.888  -11.8501     0.036     0.003     0.654
    1.859  -11.8431     0.034     0.007     0.658
    1.830  -11.8360     0.034     0.007     0.654
    1.802  -11.8293     0.032     0.008     0.656
    1.773  -11.8232     0.030     0.008     0.654
    1.744  -11.8180     0.030     0.009     0.658
    1.716  -11.8138     0.028     0.009     0.656
    1.687  -11.8108     0.028     0.010     0.660
    1.659  -11.8090     0.026     0.010     0.658
    1.630  -11.8082     0.026     0.011     0.656
    1.601  -11.8081     0.026     0.011     0.658
    1.573  -11.8085     0.024     0.012     0.656
