#K-Path          Energy     s    py    pz    px    dxy    dyz    dz2    dxz    dx2-y2    tot
# NKPTS & NBANDS:  84  96
# Band-Index:    1
   2.25461    -16.439691  0.080  0.000  0.000  0.000  0.000  0.000  0.000  0.000  0.000  0.080
   2.21975    -16.433737  0.078  0.000  0.000  0.000  0.000  0.000  0.000  0.000  0.000  0.080
   2.18488    -16.429112  0.078  0.000  0.000  0.000  0.000  0.000  0.000  0.000  0.000  0.078
   2.15002    -16.425579  0.074  0.000  0.000  0.000  0.000  0.000  0.000  0.000  0.000  0.080
   2.11515    -16.422929  0.076  0.000  0.000  0.000  0.000  0.000  0.000  0.000  0.000  0.080
   2.08029    -16.420963  0.074  0.000  0.000  0.000  0.000  0.000  0.000  0.000  0.000  0.078
   2.04542    -16.419575  0.074  0.002  0.002  0.000  0.000  0.000  0.000  0.000  0.000  0.078
   2.01056    -16.418632  0.076  0.002  0.002  0.000  0.000  0.000  0.000  0.000  0.000  0.076
   1.97569    -16.418096  0.076  0.002  0.002  0.000  0.000  0.000  0.000  0.000  0.000  0.076
   1.94083    -16.417931  0.076  0.002  0.002  0.000  0.000  0.000  0.000  0.000  0.000  0.078
   1.94083    -16.417931  0.076  0.002  0.002  0.000  0.000  0.000  0.000  0.000  0.000  0.078
   1.90880    -16.421595  0.076  0.002  0.000  0.000  0.000  0.000  0.000  0.000  0.000  0.078
   1.87678    -16.431411  0.078  0.002  0.000  0.000  0.000  0.000  0.000  0.000  0.000  0.082
   1.84475    -16.445002  0.080  0.000  0.000  0.000  0.000  0.000  0.000  0.000  0.000  0.082
   1.81273    -16.460420  0.080  0.000  0.000  0.000  0.000  0.000  0.000  0.000  0.000  0.084
   1.78070    -16.476366  0.082  0.000  0.000  0.000  0.000  0.000  0.000  0.000  0.000  0.086
   1.74868    -16.492082  0.084  0.000  0.000  0.000  0.000  0.000  0.000  0.000  0.000  0.088
   1.71665    -16.507065  0.086  0.000  0.000  0.000  0.000  0.000  0.000  0.000  0.000  0.090
   1.68463    -16.520992  0.088  0.000  0.000  0.000  0.000  0.000  0.000  0.000  0.000  0.092
   1.65260    -16.533643  0.090  0.000  0.000  0.000  0.000  0.000  0.000  0.000  0.000  0.094
   1.62058    -16.544868  0.092  0.000  0.000  0.000  0.000  0.000  0.000  0.000  0.000  0.094
   1.58855    -16.554535  0.092  0.000  0.000  0.000  0.000  0.000  0.000  0.000  0.000  0.096
