  #K-Path    Energy        Zn        In         S
# NKPTS & NBANDS: 120  76
# Band-Index    1
    2.491   -3.3539     0.042     0.127     0.355
    2.506   -3.3465     0.027     0.124     0.358
    2.522   -3.3458     0.023     0.122     0.360
    2.537   -3.3467     0.022     0.122     0.358
    2.553   -3.3475     0.021     0.124     0.358
    2.569   -3.3480     0.021     0.124     0.358
    2.584   -3.3481     0.021     0.124     0.358
    2.600   -3.3479     0.021     0.124     0.356
    2.616   -3.3475     0.021     0.126     0.356
    2.631   -3.3472     0.021     0.128     0.356
    2.647   -3.3469     0.021     0.128     0.356
    2.662   -3.3468     0.021     0.128     0.356
 
# Band-Index   46
    2.662   -3.3462     0.021     0.128     0.356
    2.647   -3.3463     0.021     0.128     0.356
    2.631   -3.3466     0.021     0.128     0.356
    2.616   -3.3469     0.021     0.126     0.356
    2.600   -3.3473     0.021     0.124     0.356
    2.584   -3.3475     0.021     0.124     0.356
    2.569   -3.3474     0.021     0.124     0.358
    2.553   -3.3469     0.021     0.124     0.358
    2.537   -3.3461     0.022     0.122     0.358
    2.522   -3.3453     0.023     0.122     0.360
    2.506   -3.3460     0.027     0.124     0.359
    2.491   -3.3537     0.042     0.128     0.355
    2.475   -3.3744     0.061     0.132     0.348
    2.459   -3.4018     0.068     0.132     0.344
    2.444   -3.4294     0.070     0.136     0.342
    2.428   -3.4545     0.071     0.136     0.340
    2.413   -3.4757     0.070     0.136     0.340
    2.397   -3.4918     0.070     0.137     0.338
    2.381   -3.5019     0.070     0.140     0.336
    2.366   -3.5053     0.070     0.140     0.336
    2.366   -3.5053     0.070     0.140     0.336
    2.344   -3.4961     0.067     0.138     0.339
    2.322   -3.4871     0.064     0.137     0.342
    2.300   -3.4810     0.062     0.131     0.346
    2.277   -3.4893     0.044     0.114     0.348
    2.255   -3.5119     0.100     0.116     0.331
    2.233   -3.5211     0.048     0.108     0.358
    2.211   -3.5585     0.044     0.101     0.359
    2.189   -3.6026     0.040     0.099     0.362
    2.167   -3.6494     0.036     0.099     0.360
    2.145   -3.6964     0.034     0.099     0.356
    2.123   -3.7418     0.032     0.099     0.354
    2.101   -3.7839     0.032     0.101     0.353
    2.079   -3.7769     0.100     0.146     0.346
    2.057   -3.7705     0.098     0.146     0.344
    2.035   -3.7658     0.096     0.147     0.346
    2.012   -3.7626     0.094     0.144     0.344
    1.990   -3.7605     0.094     0.144     0.346
    1.968   -3.7593     0.093     0.144     0.346
    1.946   -3.7589     0.092     0.144     0.344
    1.946   -3.7589     0.092     0.144     0.344
    1.919   -3.6239     0.124     0.144     0.343
    1.892   -3.4785     0.153     0.104     0.355
    1.865   -3.4165     0.160     0.077     0.348
    1.838   -3.3922     0.148     0.079     0.346
    1.811   -3.3665     0.138     0.081     0.351
    1.784   -3.3329     0.128     0.083     0.351
    1.757   -3.2901     0.120     0.085     0.358
    1.730   -3.2388     0.114     0.086     0.360
    1.703   -3.1805     0.110     0.087     0.364
    1.676   -3.1172     0.104     0.085     0.368
    1.649   -3.0511     0.100     0.085     0.374
    1.622   -2.9846     0.098     0.085     0.381
    1.595   -2.9203     0.096     0.084     0.389
    1.568   -2.8604     0.094     0.083     0.392
    1.541   -2.8074     0.092     0.081     0.402
    1.514   -2.7635     0.090     0.082     0.406
    1.486   -2.7305     0.089     0.080     0.410
    1.459   -2.7101     0.088     0.080     0.410
    1.432   -2.7032     0.088     0.080     0.412
    1.432   -2.7032     0.088     0.080     0.412
    1.399   -2.7129     0.088     0.080     0.412
    1.366   -2.7421     0.090     0.080     0.408
    1.333   -2.7910     0.090     0.082     0.404
    1.300   -2.8589     0.090     0.084     0.396
    1.267   -2.9435     0.092     0.086     0.388
    1.234   -3.0406     0.091     0.088     0.380
    1.201   -3.1452     0.090     0.088     0.372
    1.167   -3.2516     0.090     0.088     0.368
    1.134   -3.3544     0.092     0.084     0.358
    1.101   -3.4484     0.092     0.082     0.356
    1.068   -3.5290     0.094     0.078     0.352
    1.035   -3.5917     0.096     0.074     0.350
    1.002   -3.6331     0.100     0.070     0.352
    0.969   -3.6414     0.034     0.112     0.352
    0.936   -3.5676     0.042     0.104     0.356
    0.902   -3.5150     0.076     0.098     0.350
    0.869   -3.5235     0.106     0.110     0.332
    0.836   -3.5359     0.099     0.122     0.328
    0.803   -3.5113     0.088     0.130     0.328
    0.803   -3.5113     0.088     0.130     0.328
    0.792   -3.4944     0.086     0.130     0.332
    0.781   -3.4739     0.084     0.132     0.332
    0.770   -3.4501     0.082     0.132     0.334
    0.759   -3.4237     0.080     0.132     0.332
    0.748   -3.3950     0.080     0.130     0.338
    0.737   -3.3645     0.078     0.130     0.340
    0.726   -3.3325     0.078     0.130     0.340
    0.715   -3.2993     0.078     0.128     0.340
    0.704   -3.2651     0.076     0.128     0.344
    0.693   -3.2790     0.020     0.126     0.360
    0.682   -3.2931     0.020     0.126     0.360
    0.671   -3.3055     0.020     0.126     0.360
    0.660   -3.3163     0.021     0.126     0.360
    0.649   -3.3255     0.021     0.126     0.358
    0.637   -3.3330     0.021     0.126     0.356
    0.626   -3.3389     0.021     0.126     0.356
    0.615   -3.3431     0.021     0.128     0.356
    0.604   -3.3456     0.021     0.128     0.356
    0.593   -3.3462     0.021     0.128     0.356
    0.593   -3.3462     0.021     0.128     0.356
    0.562   -3.2624     0.018     0.128     0.360
    0.531   -3.1765     0.016     0.124     0.368
    0.500   -3.0892     0.014     0.124     0.372
    0.468   -3.1438     0.042     0.108     0.384
    0.437   -3.2711     0.042     0.112     0.376
    0.406   -3.3932     0.044     0.112     0.368
    0.375   -3.4939     0.140     0.088     0.352
    0.343   -3.3846     0.132     0.088     0.360
    0.312   -3.2801     0.126     0.084     0.368
    0.281   -3.1814     0.118     0.084     0.368
    0.250   -3.0894     0.112     0.084     0.376
    0.219   -3.0049     0.107     0.084     0.384
    0.187   -2.9289     0.102     0.084     0.392
    0.156   -2.8625     0.098     0.080     0.400
    0.125   -2.8065     0.094     0.080     0.400
    0.094   -2.7620     0.092     0.080     0.408
    0.062   -2.7295     0.090     0.080     0.408
    0.031   -2.7098     0.088     0.080     0.408
    0.000   -2.7032     0.088     0.080     0.412
 
# Band-Index   47
    0.000   -2.7032     0.088     0.080     0.410
    0.031   -2.7047     0.088     0.080     0.412
    0.062   -2.7093     0.088     0.080     0.412
    0.094   -2.7175     0.088     0.082     0.408
    0.125   -2.7301     0.086     0.084     0.404
    0.156   -2.7475     0.084     0.086     0.400
    0.187   -2.7696     0.081     0.088     0.396
    0.219   -2.7954     0.078     0.092     0.392
    0.250   -2.8233     0.074     0.092     0.384
    0.281   -2.8508     0.072     0.094     0.384
    0.312   -2.8757     0.068     0.096     0.380
    0.343   -2.8956     0.066     0.096     0.378
    0.375   -2.9085     0.066     0.096     0.376
    0.406   -2.9130     0.064     0.094     0.376
    0.437   -2.9128     0.010     0.124     0.384
    0.468   -3.0011     0.012     0.124     0.376
    0.500   -3.0151     0.044     0.100     0.392
    0.531   -2.9396     0.087     0.092     0.380
    0.562   -2.9616     0.088     0.112     0.368
    0.593   -2.9677     0.079     0.124     0.364
    0.593   -2.9677     0.079     0.124     0.364
    0.604   -2.9753     0.078     0.122     0.364
    0.615   -2.9957     0.077     0.122     0.362
    0.626   -3.0235     0.077     0.122     0.360
    0.637   -3.0553     0.076     0.122     0.358
    0.649   -3.0891     0.076     0.122     0.356
    0.660   -3.1240     0.076     0.122     0.352
    0.671   -3.1594     0.076     0.126     0.352
    0.682   -3.1949     0.076     0.126     0.352
    0.693   -3.2302     0.076     0.126     0.346
    0.704   -3.2634     0.020     0.126     0.360
    0.715   -3.2463     0.020     0.126     0.362
    0.726   -3.2276     0.020     0.126     0.364
    0.737   -3.2074     0.020     0.126     0.364
    0.748   -3.1858     0.020     0.126     0.364
    0.759   -3.1862     0.080     0.112     0.368
    0.770   -3.2150     0.079     0.110     0.364
    0.781   -3.2444     0.078     0.110     0.368
    0.792   -3.2742     0.078     0.108     0.364
    0.803   -3.3040     0.076     0.106     0.364
    0.803   -3.3040     0.076     0.106     0.364
    0.836   -3.3899     0.072     0.108     0.360
    0.869   -3.4595     0.064     0.112     0.356
    0.902   -3.4820     0.054     0.142     0.348
    0.936   -3.3950     0.074     0.172     0.346
    0.969   -3.2354     0.090     0.170     0.354
    1.002   -3.0910     0.118     0.112     0.352
    1.035   -2.9856     0.113     0.110     0.358
    1.068   -2.8967     0.106     0.106     0.364
    1.101   -2.8327     0.099     0.104     0.376
    1.134   -2.7932     0.092     0.100     0.380
    1.167   -2.7705     0.088     0.094     0.388
    1.201   -2.7562     0.088     0.092     0.392
    1.234   -2.7452     0.086     0.088     0.400
    1.267   -2.7350     0.086     0.086     0.404
    1.300   -2.7253     0.086     0.084     0.404
    1.333   -2.7165     0.088     0.082     0.408
    1.366   -2.7094     0.088     0.082     0.408
    1.399   -2.7048     0.088     0.080     0.412
    1.432   -2.7032     0.088     0.080     0.410
    1.432   -2.7032     0.088     0.080     0.410
    1.459   -2.7033     0.088     0.080     0.412
    1.486   -2.7038     0.088     0.081     0.409
    1.514   -2.7052     0.088     0.081     0.410
    1.541   -2.7084     0.088     0.082     0.408
    1.568   -2.7145     0.086     0.083     0.408
    1.595   -2.7247     0.084     0.084     0.406
    1.622   -2.7396     0.080     0.087     0.404
    1.649   -2.7588     0.076     0.089     0.399
    1.676   -2.7807     0.072     0.091     0.396
    1.703   -2.8021     0.068     0.093     0.392
    1.730   -2.8193     0.066     0.096     0.388
    1.757   -2.8291     0.064     0.097     0.386
    1.784   -2.8288     0.062     0.099     0.386
    1.811   -2.8579     0.096     0.157     0.370
    1.838   -3.0423     0.094     0.164     0.359
    1.865   -3.2170     0.090     0.173     0.345
    1.892   -3.3439     0.104     0.147     0.330
    1.919   -3.3782     0.135     0.112     0.331
    1.946   -3.3834     0.143     0.107     0.330
    1.946   -3.3834     0.143     0.107     0.330
    1.968   -3.3848     0.142     0.107     0.331
    1.990   -3.3888     0.142     0.107     0.334
    2.012   -3.3953     0.141     0.104     0.333
    2.035   -3.4039     0.140     0.104     0.335
    2.057   -3.4144     0.139     0.104     0.333
    2.079   -3.4262     0.137     0.103     0.334
    2.101   -3.4389     0.135     0.103     0.334
    2.123   -3.4520     0.132     0.104     0.333
    2.145   -3.4652     0.129     0.103     0.336
    2.167   -3.4778     0.125     0.104     0.333
    2.189   -3.4896     0.120     0.107     0.333
    2.211   -3.4999     0.116     0.111     0.331
    2.233   -3.5081     0.110     0.114     0.330
    2.255   -3.4947     0.054     0.115     0.356
    2.277   -3.4819     0.060     0.125     0.352
    2.300   -3.4380     0.030     0.115     0.360
    2.322   -3.3825     0.028     0.116     0.360
    2.344   -3.3251     0.026     0.116     0.364
    2.366   -3.2664     0.025     0.116     0.364
    2.366   -3.2664     0.025     0.116     0.364
    2.381   -3.2687     0.025     0.116     0.364
    2.397   -3.2750     0.026     0.116     0.366
    2.413   -3.2834     0.026     0.116     0.364
    2.428   -3.2924     0.026     0.116     0.364
    2.444   -3.3007     0.027     0.116     0.360
    2.459   -3.3072     0.030     0.116     0.360
    2.475   -3.3097     0.037     0.120     0.358
    2.491   -3.3021     0.057     0.122     0.351
    2.506   -3.2788     0.071     0.126     0.348
    2.522   -3.2464     0.076     0.126     0.350
    2.537   -3.2106     0.076     0.124     0.352
    2.553   -3.1735     0.077     0.124     0.352
    2.569   -3.1361     0.077     0.124     0.356
    2.584   -3.0989     0.077     0.124     0.356
    2.600   -3.0628     0.077     0.122     0.360
    2.616   -3.0287     0.078     0.120     0.360
    2.631   -2.9987     0.078     0.120     0.362
    2.647   -2.9764     0.079     0.120     0.361
    2.662   -2.9677     0.079     0.124     0.364
 
# Band-Index   48
    2.662   -2.9671     0.079     0.124     0.364
    2.647   -2.9758     0.079     0.123     0.361
    2.631   -2.9982     0.078     0.120     0.361
    2.616   -3.0282     0.078     0.120     0.362
    2.600   -3.0624     0.077     0.122     0.360
    2.584   -3.0985     0.077     0.124     0.356
    2.569   -3.1357     0.077     0.124     0.356
    2.553   -3.1732     0.077     0.124     0.352
    2.537   -3.2102     0.076     0.124     0.352
    2.522   -3.2460     0.076     0.128     0.350
    2.506   -3.2786     0.071     0.126     0.348
    2.491   -3.3020     0.056     0.122     0.351
    2.475   -3.3094     0.037     0.119     0.358
    2.459   -3.3068     0.030     0.116     0.360
    2.444   -3.3002     0.027     0.116     0.360
    2.428   -3.2918     0.026     0.116     0.364
    2.413   -3.2828     0.026     0.116     0.364
    2.397   -3.2744     0.026     0.116     0.365
    2.381   -3.2682     0.025     0.116     0.364
    2.366   -3.2658     0.025     0.116     0.365
    2.366   -3.2658     0.025     0.116     0.365
    2.344   -3.2066     0.025     0.117     0.366
    2.322   -3.1846     0.028     0.101     0.379
    2.300   -3.2131     0.026     0.106     0.378
    2.277   -3.2374     0.028     0.115     0.372
    2.255   -3.2507     0.030     0.124     0.368
    2.233   -3.2496     0.034     0.131     0.364
    2.211   -3.2355     0.040     0.134     0.362
    2.189   -3.2115     0.044     0.131     0.362
    2.167   -3.1799     0.048     0.130     0.366
    2.145   -3.1423     0.052     0.125     0.364
    2.123   -3.0993     0.054     0.120     0.368
    2.101   -3.0516     0.058     0.115     0.372
    2.079   -2.9997     0.062     0.110     0.374
    2.057   -2.9444     0.064     0.108     0.380
    2.035   -2.8866     0.066     0.104     0.382
    2.012   -2.8279     0.068     0.101     0.385
    1.990   -2.7711     0.070     0.100     0.386
    1.968   -2.7234     0.070     0.104     0.390
    1.946   -2.7023     0.068     0.105     0.390
    1.946   -2.7023     0.068     0.105     0.390
    1.919   -2.7120     0.068     0.104     0.390
    1.892   -2.7367     0.066     0.104     0.389
    1.865   -2.7673     0.064     0.104     0.385
    1.838   -2.7960     0.062     0.103     0.386
    1.811   -2.8175     0.062     0.102     0.385
    1.784   -2.8288     0.062     0.099     0.384
    1.757   -2.8291     0.064     0.097     0.386
    1.730   -2.8193     0.066     0.096     0.388
    1.703   -2.8021     0.068     0.094     0.390
    1.676   -2.7807     0.072     0.092     0.396
    1.649   -2.7588     0.076     0.089     0.399
    1.622   -2.7396     0.080     0.087     0.404
    1.595   -2.7247     0.084     0.084     0.406
    1.568   -2.7145     0.086     0.082     0.408
    1.541   -2.7084     0.088     0.082     0.410
    1.514   -2.7052     0.088     0.081     0.410
    1.486   -2.7038     0.088     0.080     0.413
    1.459   -2.7033     0.088     0.081     0.412
    1.432   -2.7032     0.088     0.080     0.410
    1.432   -2.7032     0.088     0.080     0.410
    1.399   -2.7026     0.088     0.080     0.412
    1.366   -2.7009     0.088     0.080     0.412
    1.333   -2.6983     0.088     0.082     0.412
    1.300   -2.6953     0.088     0.080     0.408
    1.267   -2.6922     0.088     0.082     0.412
    1.234   -2.6898     0.088     0.082     0.408
    1.201   -2.6884     0.086     0.084     0.408
    1.167   -2.6886     0.086     0.084     0.408
    1.134   -2.6909     0.084     0.084     0.404
    1.101   -2.6953     0.084     0.086     0.404
    1.068   -2.7071     0.092     0.136     0.380
    1.035   -2.8759     0.097     0.150     0.372
    1.002   -3.0568     0.096     0.162     0.364
    0.969   -3.2006     0.116     0.114     0.346
    0.936   -3.2992     0.105     0.120     0.342
    0.902   -3.3535     0.063     0.128     0.348
    0.869   -3.3126     0.024     0.122     0.368
    0.836   -3.2226     0.020     0.114     0.380
    0.803   -3.1215     0.024     0.110     0.384
    0.803   -3.1215     0.024     0.110     0.384
    0.792   -3.0873     0.024     0.108     0.388
    0.781   -3.1128     0.020     0.126     0.368
    0.770   -3.1385     0.020     0.126     0.368
    0.759   -3.1628     0.020     0.126     0.364
    0.748   -3.1585     0.080     0.112     0.368
    0.737   -3.1321     0.080     0.112     0.368
    0.726   -3.1072     0.080     0.114     0.368
    0.715   -3.0841     0.080     0.114     0.368
    0.704   -3.0630     0.080     0.116     0.368
    0.693   -3.0440     0.080     0.118     0.368
    0.682   -3.0271     0.080     0.118     0.368
    0.671   -3.0125     0.080     0.118     0.366
    0.660   -3.0001     0.080     0.120     0.364
    0.649   -2.9898     0.080     0.122     0.364
    0.637   -2.9816     0.080     0.120     0.364
    0.626   -2.9753     0.079     0.122     0.366
    0.615   -2.9709     0.079     0.122     0.364
    0.604   -2.9683     0.079     0.124     0.364
    0.593   -2.9671     0.079     0.124     0.364
    0.593   -2.9671     0.079     0.124     0.364
    0.562   -2.9463     0.070     0.132     0.368
    0.531   -2.8991     0.063     0.140     0.372
    0.500   -2.8735     0.064     0.092     0.380
    0.468   -2.8946     0.064     0.092     0.376
    0.437   -2.9083     0.064     0.094     0.376
    0.406   -2.9130     0.064     0.094     0.376
    0.375   -2.9085     0.066     0.096     0.376
    0.343   -2.8956     0.066     0.096     0.378
    0.312   -2.8757     0.068     0.096     0.380
    0.281   -2.8508     0.072     0.094     0.384
    0.250   -2.8233     0.074     0.092     0.384
    0.219   -2.7954     0.078     0.092     0.392
    0.187   -2.7696     0.081     0.088     0.396
    0.156   -2.7475     0.084     0.086     0.400
    0.125   -2.7301     0.086     0.084     0.404
    0.094   -2.7175     0.088     0.082     0.408
    0.062   -2.7092     0.088     0.080     0.412
    0.031   -2.7047     0.088     0.080     0.412
    0.000   -2.7032     0.088     0.080     0.410
 
# Band-Index   49
    0.000   -2.1060     0.000     0.105     0.450
    0.031   -2.1114     0.000     0.104     0.448
    0.062   -2.1276     0.000     0.104     0.448
    0.094   -2.1542     0.000     0.104     0.448
    0.125   -2.1907     0.000     0.108     0.440
    0.156   -2.2364     0.002     0.108     0.440
    0.187   -2.2905     0.002     0.108     0.432
    0.219   -2.3521     0.002     0.112     0.424
    0.250   -2.4201     0.002     0.112     0.424
    0.281   -2.4937     0.004     0.116     0.416
    0.312   -2.5719     0.004     0.116     0.408
    0.343   -2.6537     0.006     0.120     0.400
    0.375   -2.7384     0.008     0.120     0.396
    0.406   -2.8250     0.008     0.120     0.392
    0.437   -2.9083     0.064     0.094     0.376
    0.468   -2.8946     0.064     0.092     0.376
    0.500   -2.8735     0.064     0.092     0.380
    0.531   -2.8489     0.064     0.094     0.380
    0.562   -2.8278     0.064     0.094     0.382
    0.593   -2.8192     0.064     0.094     0.384
    0.593   -2.8192     0.064     0.094     0.384
    0.604   -2.8191     0.064     0.094     0.384
    0.615   -2.8188     0.064     0.094     0.384
    0.626   -2.8182     0.064     0.094     0.384
    0.637   -2.8174     0.064     0.094     0.384
    0.649   -2.8164     0.064     0.094     0.384
    0.660   -2.8151     0.064     0.094     0.384
    0.671   -2.8137     0.064     0.094     0.384
    0.682   -2.8120     0.064     0.094     0.384
    0.693   -2.8224     0.042     0.094     0.404
    0.704   -2.8444     0.040     0.096     0.402
    0.715   -2.8692     0.036     0.098     0.400
    0.726   -2.8962     0.034     0.098     0.400
    0.737   -2.9251     0.032     0.100     0.400
    0.748   -2.9556     0.030     0.104     0.396
    0.759   -2.9873     0.030     0.104     0.396
    0.770   -3.0200     0.028     0.106     0.392
    0.781   -3.0534     0.026     0.106     0.392
    0.792   -3.0859     0.020     0.126     0.372
    0.803   -3.0579     0.022     0.126     0.372
    0.803   -3.0579     0.022     0.126     0.372
    0.836   -2.9678     0.024     0.124     0.376
    0.869   -2.8731     0.032     0.120     0.384
    0.902   -2.7926     0.058     0.106     0.388
    0.936   -2.7547     0.076     0.094     0.392
    0.969   -2.7359     0.078     0.090     0.396
    1.002   -2.7221     0.080     0.090     0.396
    1.035   -2.7110     0.080     0.088     0.400
    1.068   -2.7020     0.082     0.088     0.404
    1.101   -2.5734     0.074     0.120     0.396
    1.134   -2.4846     0.052     0.112     0.408
    1.167   -2.4221     0.036     0.110     0.412
    1.201   -2.3699     0.026     0.108     0.420
    1.234   -2.3211     0.018     0.108     0.426
    1.267   -2.2730     0.012     0.108     0.428
    1.300   -2.2254     0.008     0.108     0.436
    1.333   -2.1802     0.004     0.106     0.442
    1.366   -2.1417     0.002     0.106     0.444
    1.399   -2.1154     0.000     0.104     0.448
    1.432   -2.1060     0.000     0.105     0.450
    1.432   -2.1060     0.000     0.105     0.450
    1.459   -2.1110     0.000     0.103     0.450
    1.486   -2.1253     0.000     0.105     0.448
    1.514   -2.1474     0.002     0.107     0.444
    1.541   -2.1744     0.004     0.107     0.440
    1.568   -2.2031     0.006     0.108     0.436
    1.595   -2.2299     0.010     0.109     0.432
    1.622   -2.2517     0.016     0.108     0.430
    1.649   -2.2664     0.020     0.108     0.429
    1.676   -2.2735     0.026     0.107     0.427
    1.703   -2.2741     0.030     0.107     0.426
    1.730   -2.2917     0.096     0.136     0.399
    1.757   -2.4809     0.096     0.143     0.386
    1.784   -2.6701     0.096     0.150     0.378
    1.811   -2.8175     0.062     0.102     0.385
    1.838   -2.7960     0.062     0.102     0.386
    1.865   -2.7673     0.064     0.103     0.387
    1.892   -2.7367     0.066     0.104     0.387
    1.919   -2.7120     0.068     0.103     0.390
    1.946   -2.7023     0.068     0.104     0.390
    1.946   -2.7023     0.068     0.104     0.390
    1.968   -2.7044     0.068     0.103     0.388
    1.990   -2.7105     0.068     0.105     0.388
    2.012   -2.7204     0.066     0.106     0.389
    2.035   -2.7340     0.064     0.105     0.389
    2.057   -2.7509     0.064     0.107     0.390
    2.079   -2.7709     0.062     0.106     0.388
    2.101   -2.7937     0.060     0.107     0.386
    2.123   -2.8189     0.058     0.106     0.384
    2.145   -2.8461     0.056     0.105     0.384
    2.167   -2.8745     0.054     0.103     0.382
    2.189   -2.9035     0.050     0.101     0.383
    2.211   -2.9322     0.048     0.100     0.386
    2.233   -2.9601     0.046     0.097     0.386
    2.255   -2.9867     0.044     0.096     0.384
    2.277   -3.0123     0.041     0.093     0.387
    2.300   -3.0769     0.022     0.119     0.374
    2.322   -3.1389     0.023     0.117     0.372
    2.344   -3.1473     0.030     0.097     0.384
    2.366   -3.1182     0.032     0.092     0.385
    2.366   -3.1182     0.032     0.092     0.385
    2.381   -3.1138     0.032     0.092     0.384
    2.397   -3.1017     0.033     0.095     0.388
    2.413   -3.0835     0.033     0.096     0.388
    2.428   -3.0609     0.034     0.096     0.388
    2.444   -3.0351     0.036     0.096     0.392
    2.459   -3.0070     0.036     0.096     0.392
    2.475   -2.9774     0.038     0.096     0.395
    2.491   -2.9470     0.039     0.095     0.396
    2.506   -2.9164     0.041     0.092     0.396
    2.522   -2.8863     0.043     0.092     0.396
    2.537   -2.8579     0.045     0.092     0.399
    2.553   -2.8322     0.047     0.092     0.400
    2.569   -2.8110     0.051     0.092     0.400
    2.584   -2.7962     0.055     0.092     0.400
    2.600   -2.7899     0.058     0.092     0.396
    2.616   -2.7927     0.062     0.094     0.393
    2.631   -2.8026     0.064     0.094     0.389
    2.647   -2.8140     0.064     0.096     0.387
    2.662   -2.8192     0.064     0.094     0.384
 
# Band-Index   50
    2.662   -2.8192     0.064     0.094     0.384
    2.647   -2.8140     0.064     0.096     0.386
    2.631   -2.8026     0.064     0.094     0.389
    2.616   -2.7927     0.062     0.094     0.393
    2.600   -2.7898     0.058     0.092     0.396
    2.584   -2.7960     0.055     0.092     0.400
    2.569   -2.8107     0.051     0.092     0.400
    2.553   -2.8319     0.047     0.092     0.400
    2.537   -2.8574     0.045     0.092     0.398
    2.522   -2.8858     0.043     0.092     0.397
    2.506   -2.9158     0.041     0.092     0.396
    2.491   -2.9464     0.039     0.094     0.396
    2.475   -2.9768     0.038     0.096     0.396
    2.459   -3.0064     0.036     0.096     0.392
    2.444   -3.0344     0.036     0.096     0.392
    2.428   -3.0602     0.034     0.096     0.388
    2.413   -3.0828     0.033     0.096     0.388
    2.397   -3.1010     0.033     0.095     0.388
    2.381   -3.1131     0.032     0.092     0.384
    2.366   -3.1175     0.032     0.092     0.384
    2.366   -3.1175     0.032     0.092     0.384
    2.344   -3.0894     0.034     0.091     0.386
    2.322   -3.0627     0.037     0.093     0.389
    2.300   -3.0373     0.040     0.092     0.386
    2.277   -3.0119     0.021     0.118     0.376
    2.255   -2.9454     0.020     0.118     0.378
    2.233   -2.8782     0.020     0.120     0.380
    2.211   -2.8110     0.018     0.119     0.383
    2.189   -2.7446     0.018     0.119     0.390
    2.167   -2.6801     0.018     0.120     0.390
    2.145   -2.6188     0.018     0.120     0.394
    2.123   -2.5621     0.018     0.118     0.398
    2.101   -2.5116     0.020     0.119     0.398
    2.079   -2.4686     0.024     0.115     0.402
    2.057   -2.4348     0.028     0.114     0.402
    2.035   -2.4129     0.040     0.105     0.404
    2.012   -2.4123     0.062     0.084     0.408
    1.990   -2.4431     0.082     0.067     0.408
    1.968   -2.4835     0.086     0.062     0.404
    1.946   -2.5030     0.086     0.059     0.404
    1.946   -2.5030     0.086     0.059     0.404
    1.919   -2.4898     0.088     0.059     0.406
    1.892   -2.4514     0.090     0.061     0.405
    1.865   -2.3907     0.094     0.060     0.409
    1.838   -2.3115     0.096     0.062     0.413
    1.811   -2.2607     0.038     0.113     0.419
    1.784   -2.2603     0.038     0.111     0.420
    1.757   -2.2645     0.038     0.109     0.422
    1.730   -2.2702     0.034     0.108     0.424
    1.703   -2.2741     0.030     0.107     0.424
    1.676   -2.2735     0.026     0.107     0.427
    1.649   -2.2664     0.020     0.108     0.428
    1.622   -2.2517     0.016     0.108     0.430
    1.595   -2.2299     0.010     0.108     0.433
    1.568   -2.2031     0.006     0.108     0.436
    1.541   -2.1744     0.004     0.107     0.438
    1.514   -2.1474     0.002     0.106     0.443
    1.486   -2.1253     0.000     0.106     0.447
    1.459   -2.1110     0.000     0.104     0.450
    1.432   -2.1060     0.000     0.104     0.450
    1.432   -2.1060     0.000     0.104     0.450
    1.399   -2.1095     0.000     0.104     0.450
    1.366   -2.1195     0.002     0.106     0.444
    1.333   -2.1346     0.002     0.106     0.444
    1.300   -2.1526     0.006     0.108     0.440
    1.267   -2.1710     0.008     0.110     0.432
    1.234   -2.1868     0.010     0.112     0.428
    1.201   -2.1970     0.014     0.112     0.428
    1.167   -2.1991     0.018     0.112     0.424
    1.134   -2.1906     0.020     0.112     0.422
    1.101   -2.2716     0.032     0.140     0.416
    1.068   -2.3821     0.020     0.128     0.412
    1.035   -2.4514     0.018     0.122     0.412
    1.002   -2.5001     0.020     0.118     0.404
    0.969   -2.5387     0.024     0.118     0.400
    0.936   -2.6171     0.010     0.122     0.400
    0.902   -2.7049     0.026     0.108     0.392
    0.869   -2.7459     0.054     0.098     0.392
    0.836   -2.7653     0.062     0.094     0.388
    0.803   -2.7793     0.064     0.094     0.388
    0.803   -2.7793     0.064     0.094     0.388
    0.792   -2.7833     0.064     0.094     0.388
    0.781   -2.7872     0.064     0.094     0.388
    0.770   -2.7908     0.064     0.094     0.388
    0.759   -2.7941     0.064     0.094     0.388
    0.748   -2.7973     0.064     0.094     0.388
    0.737   -2.8003     0.064     0.094     0.386
    0.726   -2.8030     0.064     0.094     0.386
    0.715   -2.8056     0.064     0.094     0.386
    0.704   -2.8079     0.064     0.094     0.386
    0.693   -2.8100     0.064     0.094     0.386
    0.682   -2.8038     0.044     0.094     0.404
    0.671   -2.7893     0.048     0.094     0.402
    0.660   -2.7798     0.052     0.092     0.402
    0.649   -2.7765     0.056     0.092     0.400
    0.637   -2.7797     0.060     0.092     0.394
    0.626   -2.7889     0.062     0.092     0.392
    0.615   -2.8019     0.064     0.094     0.388
    0.604   -2.8140     0.064     0.094     0.384
    0.593   -2.8192     0.064     0.094     0.384
    0.593   -2.8192     0.064     0.094     0.384
    0.562   -2.8278     0.064     0.094     0.382
    0.531   -2.8489     0.064     0.094     0.380
    0.500   -2.8432     0.104     0.108     0.356
    0.468   -2.7599     0.115     0.096     0.364
    0.437   -2.6520     0.122     0.088     0.372
    0.406   -2.5266     0.126     0.084     0.380
    0.375   -2.3883     0.128     0.080     0.384
    0.343   -2.2407     0.130     0.076     0.392
    0.312   -2.1063     0.036     0.092     0.440
    0.281   -2.1263     0.030     0.098     0.440
    0.250   -2.1422     0.024     0.100     0.440
