  #K-Path    Energy        Zn        In         S
# NKPTS & NBANDS: 120  76
# Band-Index    1
    0.748  -13.8234     0.000     0.972     0.000
    0.737  -13.8235     0.000     0.972     0.000
    0.726  -13.8236     0.000     0.972     0.000
    0.715  -13.8237     0.000     0.972     0.000
    0.704  -13.8238     0.000     0.972     0.000
    0.693  -13.8238     0.000     0.972     0.000
    0.682  -13.8239     0.000     0.972     0.000
    0.671  -13.8240     0.000     0.972     0.000
    0.660  -13.8240     0.000     0.972     0.000
    0.649  -13.8241     0.000     0.971     0.000
    0.637  -13.8241     0.000     0.972     0.000
    0.626  -13.8241     0.000     0.972     0.000
    0.615  -13.8241     0.000     0.972     0.002
    0.604  -13.8240     0.000     0.972     0.002
    0.593  -13.8240     0.000     0.972     0.004
    0.593  -13.8240     0.000     0.972     0.004
    0.562  -13.8231     0.000     0.972     0.000
    0.531  -13.8219     0.000     0.972     0.000
    0.500  -13.8203     0.000     0.972     0.000
    0.468  -13.8185     0.000     0.972     0.000
    0.437  -13.8163     0.000     0.975     0.000
    0.406  -13.8137     0.000     0.974     0.000
    0.375  -13.8159     0.000     0.976     0.000
    0.343  -13.8184     0.000     0.976     0.000
    0.312  -13.8207     0.000     0.976     0.000
    0.281  -13.8230     0.000     0.974     0.000
    0.250  -13.8251     0.000     0.974     0.000
    0.219  -13.8269     0.000     0.974     0.000
    0.187  -13.8287     0.000     0.974     0.000
    0.156  -13.8301     0.000     0.974     0.000
    0.125  -13.8312     0.000     0.975     0.000
    0.094  -13.8321     0.000     0.974     0.000
    0.062  -13.8328     0.000     0.974     0.000
    0.031  -13.8332     0.000     0.974     0.000
    0.000  -13.8334     0.000     0.973     0.000
 
# Band-Index   13
    0.000  -13.8005     0.000     0.976     0.000
    0.031  -13.8009     0.000     0.976     0.000
    0.062  -13.8019     0.000     0.976     0.000
    0.094  -13.8036     0.000     0.976     0.000
    0.125  -13.8058     0.000     0.976     0.000
    0.156  -13.8084     0.000     0.972     0.000
    0.187  -13.8111     0.000     0.972     0.000
    0.219  -13.8138     0.000     0.972     0.008
    0.250  -13.8164     0.000     0.968     0.008
    0.281  -13.8187     0.000     0.968     0.008
    0.312  -13.8207     0.000     0.977     0.000
    0.343  -13.8184     0.000     0.976     0.000
    0.375  -13.8159     0.000     0.976     0.000
    0.406  -13.8134     0.000     0.977     0.000
    0.437  -13.8109     0.000     0.978     0.000
    0.468  -13.8084     0.000     0.978     0.000
    0.500  -13.8060     0.000     0.980     0.000
    0.531  -13.8040     0.000     0.980     0.000
    0.562  -13.8025     0.000     0.980     0.000
    0.593  -13.8019     0.000     0.982     0.000
    0.593  -13.8019     0.000     0.982     0.000
    0.604  -13.8019     0.000     0.980     0.000
    0.615  -13.8019     0.000     0.982     0.000
    0.626  -13.8019     0.000     0.980     0.000
    0.637  -13.8020     0.000     0.980     0.000
    0.649  -13.8021     0.000     0.980     0.000
    0.660  -13.8022     0.000     0.980     0.000
    0.671  -13.8023     0.000     0.982     0.000
    0.682  -13.8024     0.000     0.980     0.000
    0.693  -13.8026     0.000     0.982     0.000
    0.704  -13.8027     0.000     0.982     0.000
    0.715  -13.8029     0.000     0.980     0.000
    0.726  -13.8031     0.000     0.980     0.000
    0.737  -13.8034     0.000     0.980     0.000
    0.748  -13.8037     0.000     0.980     0.000
    0.759  -13.8040     0.000     0.980     0.000
    0.770  -13.8043     0.000     0.980     0.000
    0.781  -13.8047     0.000     0.980     0.000
    0.792  -13.8051     0.000     0.980     0.000
    0.803  -13.8055     0.000     0.980     0.000
    0.803  -13.8055     0.000     0.980     0.000
    0.836  -13.8070     0.000     0.979     0.000
    0.869  -13.8087     0.000     0.978     0.000
    0.902  -13.8106     0.000     0.978     0.000
    0.936  -13.8126     0.000     0.978     0.000
    0.969  -13.8147     0.000     0.978     0.000
    1.002  -13.8159     0.000     0.974     0.000
    1.035  -13.8136     0.000     0.976     0.000
    1.068  -13.8107     0.000     0.974     0.000
    1.101  -13.8084     0.000     0.976     0.000
    1.134  -13.8082     0.000     0.976     0.000
    1.167  -13.8079     0.000     0.976     0.000
    1.201  -13.8073     0.000     0.974     0.000
    1.234  -13.8064     0.000     0.976     0.000
    1.267  -13.8053     0.000     0.974     0.000
    1.300  -13.8041     0.000     0.976     0.000
    1.333  -13.8028     0.000     0.976     0.000
    1.366  -13.8016     0.000     0.978     0.000
    1.399  -13.8008     0.000     0.978     0.000
    1.432  -13.8005     0.000     0.976     0.000
    1.432  -13.8005     0.000     0.976     0.000
    1.459  -13.8006     0.000     0.978     0.000
    1.486  -13.8010     0.000     0.977     0.000
    1.514  -13.8015     0.000     0.976     0.000
    1.541  -13.8022     0.000     0.976     0.000
    1.568  -13.8028     0.000     0.976     0.000
    1.595  -13.8034     0.000     0.976     0.000
    1.622  -13.8039     0.000     0.975     0.000
    1.649  -13.8043     0.000     0.976     0.000
    1.676  -13.8044     0.000     0.976     0.000
    1.703  -13.8042     0.000     0.976     0.000
    1.730  -13.8039     0.000     0.977     0.000
    1.757  -13.8068     0.000     0.976     0.000
    1.784  -13.8093     0.000     0.975     0.000
    1.811  -13.8115     0.000     0.974     0.000
    1.838  -13.8133     0.000     0.975     0.000
    1.865  -13.8148     0.000     0.973     0.000
    1.892  -13.8157     0.000     0.974     0.000
    1.919  -13.8163     0.000     0.973     0.000
    1.946  -13.8165     0.000     0.972     0.000
    1.946  -13.8165     0.000     0.972     0.000
    1.968  -13.8166     0.000     0.973     0.000
    1.990  -13.8167     0.000     0.974     0.000
    2.012  -13.8169     0.000     0.973     0.000
    2.035  -13.8172     0.000     0.973     0.000
    2.057  -13.8174     0.000     0.974     0.000
    2.079  -13.8172     0.000     0.974     0.000
    2.101  -13.8165     0.000     0.977     0.000
    2.123  -13.8156     0.000     0.977     0.000
    2.145  -13.8146     0.000     0.977     0.000
    2.167  -13.8134     0.000     0.977     0.000
    2.189  -13.8122     0.000     0.977     0.000
    2.211  -13.8108     0.000     0.976     0.000
    2.233  -13.8094     0.000     0.977     0.000
    2.255  -13.8078     0.000     0.979     0.000
    2.277  -13.8062     0.000     0.978     0.000
    2.300  -13.8046     0.000     0.980     0.000
    2.322  -13.8031     0.000     0.979     0.000
    2.344  -13.8019     0.000     0.981     0.000
    2.366  -13.8010     0.000     0.980     0.000
    2.366  -13.8010     0.000     0.980     0.000
    2.381  -13.8010     0.000     0.981     0.000
    2.397  -13.8011     0.000     0.981     0.000
    2.413  -13.8011     0.000     0.980     0.000
    2.428  -13.8011     0.000     0.982     0.000
    2.444  -13.8012     0.000     0.982     0.000
    2.459  -13.8013     0.000     0.981     0.000
    2.475  -13.8013     0.000     0.982     0.000
    2.491  -13.8014     0.000     0.982     0.000
    2.506  -13.8014     0.000     0.981     0.000
    2.522  -13.8015     0.000     0.980     0.000
    2.537  -13.8016     0.000     0.981     0.000
    2.553  -13.8016     0.000     0.982     0.000
    2.569  -13.8017     0.000     0.982     0.000
    2.584  -13.8017     0.000     0.981     0.000
    2.600  -13.8018     0.000     0.981     0.000
    2.616  -13.8018     0.000     0.981     0.000
    2.631  -13.8019     0.000     0.981     0.000
    2.647  -13.8019     0.000     0.982     0.000
    2.662  -13.8019     0.000     0.982     0.000
 
# Band-Index   14
    2.662  -13.8019     0.000     0.982     0.000
    2.647  -13.8019     0.000     0.982     0.000
    2.631  -13.8019     0.000     0.981     0.000
    2.616  -13.8018     0.000     0.981     0.000
    2.600  -13.8018     0.000     0.981     0.000
    2.584  -13.8017     0.000     0.981     0.000
    2.569  -13.8017     0.000     0.982     0.000
    2.553  -13.8016     0.000     0.982     0.000
    2.537  -13.8016     0.000     0.981     0.000
    2.522  -13.8015     0.000     0.980     0.000
    2.506  -13.8014     0.000     0.981     0.000
    2.491  -13.8014     0.000     0.982     0.000
    2.475  -13.8013     0.000     0.982     0.000
    2.459  -13.8012     0.000     0.981     0.000
    2.444  -13.8012     0.000     0.982     0.000
    2.428  -13.8011     0.000     0.982     0.000
    2.413  -13.8011     0.000     0.980     0.000
    2.397  -13.8010     0.000     0.981     0.000
    2.381  -13.8010     0.000     0.981     0.000
    2.366  -13.8010     0.000     0.980     0.000
    2.366  -13.8010     0.000     0.980     0.000
    2.344  -13.8006     0.000     0.980     0.000
    2.322  -13.8004     0.000     0.981     0.000
    2.300  -13.8004     0.000     0.980     0.000
    2.277  -13.8003     0.000     0.979     0.000
    2.255  -13.8003     0.000     0.979     0.000
    2.233  -13.8002     0.000     0.981     0.000
    2.211  -13.8001     0.000     0.979     0.000
    2.189  -13.8000     0.000     0.980     0.000
    2.167  -13.7997     0.000     0.980     0.000
    2.145  -13.7994     0.000     0.978     0.000
    2.123  -13.7990     0.000     0.979     0.000
    2.101  -13.7985     0.000     0.980     0.000
    2.079  -13.7979     0.000     0.979     0.000
    2.057  -13.7971     0.000     0.979     0.000
    2.035  -13.7964     0.000     0.979     0.000
    2.012  -13.7957     0.000     0.981     0.000
    1.990  -13.7951     0.000     0.980     0.000
    1.968  -13.7947     0.000     0.980     0.000
    1.946  -13.7946     0.000     0.980     0.000
    1.946  -13.7946     0.000     0.980     0.000
    1.919  -13.7951     0.000     0.979     0.000
    1.892  -13.7963     0.000     0.979     0.000
    1.865  -13.7979     0.000     0.978     0.000
    1.838  -13.7995     0.000     0.977     0.000
    1.811  -13.8009     0.000     0.977     0.000
    1.784  -13.8022     0.000     0.977     0.000
    1.757  -13.8032     0.000     0.976     0.000
    1.730  -13.8039     0.000     0.977     0.000
    1.703  -13.8042     0.000     0.976     0.000
    1.676  -13.8044     0.000     0.976     0.000
    1.649  -13.8043     0.000     0.975     0.000
    1.622  -13.8039     0.000     0.976     0.000
    1.595  -13.8034     0.000     0.976     0.000
    1.568  -13.8028     0.000     0.977     0.000
    1.541  -13.8022     0.000     0.976     0.000
    1.514  -13.8015     0.000     0.977     0.000
    1.486  -13.8010     0.000     0.977     0.000
    1.459  -13.8006     0.000     0.978     0.000
    1.432  -13.8005     0.000     0.976     0.000
    1.432  -13.8005     0.000     0.976     0.000
    1.399  -13.8006     0.000     0.976     0.000
    1.366  -13.8008     0.000     0.976     0.000
    1.333  -13.8012     0.000     0.976     0.000
    1.300  -13.8017     0.000     0.978     0.000
    1.267  -13.8023     0.000     0.976     0.000
    1.234  -13.8029     0.000     0.975     0.000
    1.201  -13.8033     0.000     0.974     0.000
    1.167  -13.8035     0.000     0.976     0.000
    1.134  -13.8039     0.000     0.976     0.000
    1.101  -13.8074     0.000     0.976     0.000
    1.068  -13.8083     0.000     0.976     0.000
    1.035  -13.8080     0.000     0.976     0.000
    1.002  -13.8076     0.000     0.975     0.000
    0.969  -13.8070     0.000     0.974     0.000
    0.936  -13.8062     0.000     0.975     0.000
    0.902  -13.8053     0.000     0.976     0.000
    0.869  -13.8042     0.000     0.977     0.000
    0.836  -13.8029     0.000     0.976     0.000
    0.803  -13.8016     0.000     0.975     0.000
    0.803  -13.8016     0.000     0.975     0.000
    0.792  -13.8011     0.000     0.977     0.000
    0.781  -13.8006     0.000     0.976     0.000
    0.770  -13.8001     0.000     0.977     0.000
    0.759  -13.7996     0.000     0.976     0.000
    0.748  -13.7998     0.000     0.982     0.000
    0.737  -13.8000     0.000     0.980     0.000
    0.726  -13.8002     0.000     0.980     0.000
    0.715  -13.8004     0.000     0.980     0.000
    0.704  -13.8007     0.000     0.982     0.000
    0.693  -13.8009     0.000     0.980     0.000
    0.682  -13.8011     0.000     0.980     0.000
    0.671  -13.8013     0.000     0.982     0.000
    0.660  -13.8014     0.000     0.982     0.000
    0.649  -13.8015     0.000     0.981     0.000
    0.637  -13.8017     0.000     0.982     0.000
    0.626  -13.8018     0.000     0.982     0.000
    0.615  -13.8018     0.000     0.982     0.000
    0.604  -13.8018     0.000     0.980     0.000
    0.593  -13.8019     0.000     0.982     0.000
    0.593  -13.8019     0.000     0.982     0.000
    0.562  -13.8025     0.000     0.980     0.000
    0.531  -13.8040     0.000     0.980     0.000
    0.500  -13.8060     0.000     0.980     0.000
    0.468  -13.8084     0.000     0.978     0.000
    0.437  -13.8109     0.000     0.978     0.000
    0.406  -13.8134     0.000     0.977     0.000
    0.375  -13.8108     0.000     0.976     0.000
    0.343  -13.8076     0.000     0.976     0.000
    0.312  -13.8043     0.000     0.976     0.000
    0.281  -13.8008     0.000     0.976     0.000
    0.250  -13.7984     0.000     0.976     0.000
    0.219  -13.7989     0.000     0.976     0.000
    0.187  -13.7994     0.000     0.976     0.000
    0.156  -13.7998     0.000     0.976     0.000
    0.125  -13.8000     0.000     0.976     0.000
    0.094  -13.8002     0.000     0.976     0.000
    0.062  -13.8003     0.000     0.976     0.000
    0.031  -13.8005     0.000     0.976     0.000
    0.000  -13.8005     0.000     0.976     0.000
 
# Band-Index   15
    0.000  -13.7824     0.000     0.981     0.000
    0.031  -13.7827     0.000     0.981     0.000
    0.062  -13.7834     0.000     0.980     0.000
    0.094  -13.7846     0.000     0.980     0.000
    0.125  -13.7864     0.000     0.980     0.000
    0.156  -13.7886     0.000     0.980     0.000
    0.187  -13.7913     0.000     0.980     0.000
    0.219  -13.7941     0.000     0.980     0.000
    0.250  -13.7974     0.000     0.979     0.000
    0.281  -13.7977     0.000     0.976     0.000
    0.312  -13.7969     0.000     0.976     0.000
    0.343  -13.7959     0.000     0.976     0.000
    0.375  -13.7947     0.000     0.976     0.000
    0.406  -13.7933     0.000     0.976     0.000
    0.437  -13.7915     0.000     0.976     0.000
    0.468  -13.7895     0.000     0.977     0.000
    0.500  -13.7905     0.000     0.978     0.000
    0.531  -13.7917     0.000     0.978     0.000
    0.562  -13.7927     0.000     0.978     0.000
    0.593  -13.7931     0.000     0.976     0.000
    0.593  -13.7931     0.000     0.976     0.000
    0.604  -13.7932     0.000     0.976     0.000
    0.615  -13.7933     0.000     0.976     0.000
    0.626  -13.7936     0.000     0.978     0.000
    0.637  -13.7939     0.000     0.978     0.000
    0.649  -13.7943     0.000     0.978     0.000
    0.660  -13.7948     0.000     0.976     0.000
    0.671  -13.7952     0.000     0.977     0.000
    0.682  -13.7957     0.000     0.978     0.000
    0.693  -13.7963     0.000     0.976     0.000
    0.704  -13.7968     0.000     0.976     0.000
    0.715  -13.7973     0.000     0.976     0.000
    0.726  -13.7979     0.000     0.976     0.000
    0.737  -13.7984     0.000     0.976     0.000
    0.748  -13.7990     0.000     0.976     0.000
    0.759  -13.7995     0.000     0.982     0.000
    0.770  -13.7992     0.000     0.980     0.000
    0.781  -13.7990     0.000     0.982     0.000
    0.792  -13.7987     0.000     0.980     0.000
    0.803  -13.7984     0.000     0.980     0.000
    0.803  -13.7984     0.000     0.980     0.000
    0.836  -13.7976     0.000     0.980     0.000
    0.869  -13.7970     0.000     0.982     0.000
    0.902  -13.7965     0.000     0.982     0.000
    0.936  -13.7964     0.000     0.982     0.000
    0.969  -13.7967     0.000     0.982     0.000
    1.002  -13.7976     0.000     0.980     0.000
    1.035  -13.7991     0.000     0.980     0.000
    1.068  -13.8008     0.000     0.976     0.000
    1.101  -13.8023     0.000     0.976     0.000
    1.134  -13.8033     0.000     0.974     0.000
    1.167  -13.8001     0.000     0.978     0.000
    1.201  -13.7965     0.000     0.978     0.000
    1.234  -13.7931     0.000     0.978     0.000
    1.267  -13.7900     0.000     0.980     0.000
    1.300  -13.7873     0.000     0.980     0.000
    1.333  -13.7852     0.000     0.981     0.000
    1.366  -13.7837     0.000     0.980     0.000
    1.399  -13.7827     0.000     0.981     0.000
    1.432  -13.7824     0.000     0.981     0.000
    1.432  -13.7824     0.000     0.981     0.000
    1.459  -13.7826     0.000     0.981     0.000
    1.486  -13.7833     0.000     0.981     0.000
    1.514  -13.7843     0.000     0.981     0.000
    1.541  -13.7858     0.000     0.979     0.000
    1.568  -13.7877     0.000     0.981     0.000
    1.595  -13.7899     0.000     0.981     0.000
    1.622  -13.7924     0.000     0.979     0.000
    1.649  -13.7951     0.000     0.979     0.000
    1.676  -13.7980     0.000     0.978     0.000
    1.703  -13.8010     0.000     0.978     0.000
    1.730  -13.8039     0.000     0.976     0.000
    1.757  -13.8032     0.000     0.976     0.000
    1.784  -13.8022     0.000     0.977     0.000
    1.811  -13.8009     0.000     0.978     0.000
    1.838  -13.7995     0.000     0.977     0.000
    1.865  -13.7979     0.000     0.977     0.000
    1.892  -13.7963     0.000     0.980     0.000
    1.919  -13.7951     0.000     0.980     0.000
    1.946  -13.7946     0.000     0.980     0.000
    1.946  -13.7946     0.000     0.980     0.000
    1.968  -13.7947     0.000     0.980     0.000
    1.990  -13.7948     0.000     0.980     0.000
    2.012  -13.7951     0.000     0.981     0.000
    2.035  -13.7955     0.000     0.980     0.000
    2.057  -13.7958     0.000     0.979     0.000
    2.079  -13.7962     0.000     0.979     0.000
    2.101  -13.7965     0.000     0.979     0.000
    2.123  -13.7968     0.000     0.979     0.000
    2.145  -13.7971     0.000     0.979     0.000
    2.167  -13.7973     0.000     0.978     0.000
    2.189  -13.7975     0.000     0.978     0.000
    2.211  -13.7977     0.000     0.978     0.000
    2.233  -13.7979     0.000     0.979     0.000
    2.255  -13.7980     0.000     0.978     0.000
    2.277  -13.7981     0.000     0.979     0.000
    2.300  -13.7981     0.000     0.977     0.000
    2.322  -13.7979     0.000     0.977     0.000
    2.344  -13.7975     0.000     0.976     0.000
    2.366  -13.7966     0.000     0.977     0.000
    2.366  -13.7966     0.000     0.977     0.000
    2.381  -13.7965     0.000     0.976     0.000
    2.397  -13.7965     0.000     0.977     0.000
    2.413  -13.7964     0.000     0.977     0.000
    2.428  -13.7962     0.000     0.976     0.000
    2.444  -13.7960     0.000     0.977     0.000
    2.459  -13.7958     0.000     0.977     0.000
    2.475  -13.7956     0.000     0.976     0.000
    2.491  -13.7953     0.000     0.976     0.000
    2.506  -13.7951     0.000     0.976     0.000
    2.522  -13.7948     0.000     0.977     0.000
    2.537  -13.7945     0.000     0.977     0.000
    2.553  -13.7943     0.000     0.978     0.000
    2.569  -13.7940     0.000     0.977     0.000
    2.584  -13.7938     0.000     0.978     0.000
    2.600  -13.7936     0.000     0.977     0.000
    2.616  -13.7934     0.000     0.978     0.000
    2.631  -13.7932     0.000     0.977     0.000
    2.647  -13.7931     0.000     0.976     0.000
    2.662  -13.7931     0.000     0.976     0.000
 
# Band-Index   16
    2.662  -13.7931     0.000     0.976     0.000
    2.647  -13.7931     0.000     0.976     0.000
    2.631  -13.7932     0.000     0.977     0.000
    2.616  -13.7934     0.000     0.978     0.000
    2.600  -13.7936     0.000     0.976     0.000
    2.584  -13.7938     0.000     0.978     0.000
    2.569  -13.7940     0.000     0.977     0.000
    2.553  -13.7942     0.000     0.978     0.000
    2.537  -13.7945     0.000     0.977     0.000
    2.522  -13.7948     0.000     0.977     0.000
    2.506  -13.7951     0.000     0.976     0.000
    2.491  -13.7953     0.000     0.976     0.000
    2.475  -13.7956     0.000     0.976     0.000
    2.459  -13.7958     0.000     0.977     0.000
    2.444  -13.7960     0.000     0.977     0.000
    2.428  -13.7962     0.000     0.976     0.000
    2.413  -13.7963     0.000     0.977     0.000
    2.397  -13.7965     0.000     0.977     0.000
    2.381  -13.7965     0.000     0.976     0.000
    2.366  -13.7965     0.000     0.977     0.000
    2.366  -13.7965     0.000     0.977     0.000
    2.344  -13.7952     0.000     0.978     0.000
    2.322  -13.7937     0.000     0.976     0.000
    2.300  -13.7922     0.000     0.977     0.000
    2.277  -13.7907     0.000     0.978     0.000
    2.255  -13.7893     0.000     0.978     0.000
    2.233  -13.7882     0.000     0.980     0.000
    2.211  -13.7873     0.000     0.979     0.000
    2.189  -13.7867     0.000     0.979     0.000
    2.167  -13.7863     0.000     0.979     0.000
    2.145  -13.7860     0.000     0.979     0.000
    2.123  -13.7860     0.000     0.978     0.000
    2.101  -13.7860     0.000     0.979     0.000
    2.079  -13.7862     0.000     0.979     0.000
    2.057  -13.7864     0.000     0.979     0.000
    2.035  -13.7867     0.000     0.978     0.000
    2.012  -13.7869     0.000     0.977     0.000
    1.990  -13.7872     0.000     0.978     0.000
    1.968  -13.7874     0.000     0.979     0.000
    1.946  -13.7874     0.000     0.977     0.000
    1.946  -13.7874     0.000     0.977     0.000
    1.919  -13.7872     0.000     0.978     0.000
    1.892  -13.7865     0.000     0.979     0.000
    1.865  -13.7857     0.000     0.980     0.000
    1.838  -13.7850     0.000     0.979     0.000
    1.811  -13.7844     0.000     0.980     0.000
    1.784  -13.7840     0.000     0.981     0.000
    1.757  -13.7836     0.000     0.980     0.000
    1.730  -13.7833     0.000     0.980     0.000
    1.703  -13.7831     0.000     0.981     0.000
    1.676  -13.7830     0.000     0.980     0.000
    1.649  -13.7828     0.000     0.980     0.000
    1.622  -13.7827     0.000     0.980     0.000
    1.595  -13.7826     0.000     0.980     0.000
    1.568  -13.7825     0.000     0.981     0.000
    1.541  -13.7825     0.000     0.981     0.000
    1.514  -13.7824     0.000     0.981     0.000
    1.486  -13.7824     0.000     0.981     0.000
    1.459  -13.7824     0.000     0.980     0.000
    1.432  -13.7824     0.000     0.980     0.000
    1.432  -13.7824     0.000     0.980     0.000
    1.399  -13.7824     0.000     0.981     0.000
    1.366  -13.7825     0.000     0.980     0.000
    1.333  -13.7826     0.000     0.979     0.000
    1.300  -13.7828     0.000     0.980     0.000
    1.267  -13.7830     0.000     0.980     0.000
    1.234  -13.7833     0.000     0.980     0.000
    1.201  -13.7836     0.000     0.980     0.000
    1.167  -13.7837     0.000     0.980     0.000
    1.134  -13.7839     0.000     0.980     0.000
    1.101  -13.7839     0.000     0.980     0.000
    1.068  -13.7836     0.000     0.978     0.000
    1.035  -13.7827     0.000     0.979     0.000
    1.002  -13.7825     0.000     0.980     0.000
    0.969  -13.7824     0.000     0.980     0.000
    0.936  -13.7823     0.000     0.980     0.000
    0.902  -13.7822     0.000     0.980     0.000
    0.869  -13.7820     0.000     0.978     0.000
    0.836  -13.7816     0.000     0.980     0.000
    0.803  -13.7845     0.000     0.978     0.000
    0.803  -13.7845     0.000     0.978     0.000
    0.792  -13.7854     0.000     0.978     0.000
    0.781  -13.7862     0.000     0.978     0.000
    0.770  -13.7870     0.000     0.978     0.000
    0.759  -13.7877     0.000     0.978     0.000
    0.748  -13.7884     0.000     0.978     0.000
    0.737  -13.7890     0.000     0.978     0.000
    0.726  -13.7896     0.000     0.978     0.000
    0.715  -13.7902     0.000     0.977     0.000
    0.704  -13.7907     0.000     0.978     0.000
    0.693  -13.7912     0.000     0.976     0.000
    0.682  -13.7916     0.000     0.976     0.000
    0.671  -13.7920     0.000     0.976     0.000
    0.660  -13.7923     0.000     0.976     0.000
    0.649  -13.7926     0.000     0.976     0.000
    0.637  -13.7928     0.000     0.978     0.000
    0.626  -13.7929     0.000     0.978     0.000
    0.615  -13.7930     0.000     0.978     0.000
    0.604  -13.7931     0.000     0.976     0.000
    0.593  -13.7931     0.000     0.976     0.000
    0.593  -13.7931     0.000     0.976     0.000
    0.562  -13.7927     0.000     0.978     0.000
    0.531  -13.7917     0.000     0.978     0.000
    0.500  -13.7905     0.000     0.978     0.000
    0.468  -13.7894     0.000     0.978     0.000
    0.437  -13.7884     0.000     0.980     0.000
    0.406  -13.7873     0.000     0.980     0.000
    0.375  -13.7865     0.000     0.980     0.000
    0.343  -13.7857     0.000     0.980     0.000
    0.312  -13.7851     0.000     0.980     0.000
    0.281  -13.7844     0.000     0.980     0.000
    0.250  -13.7840     0.000     0.981     0.000
    0.219  -13.7836     0.000     0.982     0.000
    0.187  -13.7832     0.000     0.980     0.000
    0.156  -13.7830     0.000     0.980     0.000
    0.125  -13.7828     0.000     0.981     0.000
    0.094  -13.7826     0.000     0.981     0.000
    0.062  -13.7825     0.000     0.982     0.000
    0.031  -13.7824     0.000     0.981     0.000
    0.000  -13.7824     0.000     0.980     0.000
 
# Band-Index   17
    0.000  -13.7824     0.000     0.980     0.000
    0.031  -13.7824     0.000     0.981     0.000
    0.062  -13.7825     0.000     0.982     0.000
    0.094  -13.7826     0.000     0.982     0.000
    0.125  -13.7828     0.000     0.982     0.000
    0.156  -13.7830     0.000     0.980     0.000
    0.187  -13.7832     0.000     0.980     0.000
    0.219  -13.7836     0.000     0.982     0.000
    0.250  -13.7840     0.000     0.980     0.000
    0.281  -13.7844     0.000     0.980     0.000
    0.312  -13.7851     0.000     0.980     0.000
    0.343  -13.7857     0.000     0.980     0.000
    0.375  -13.7865     0.000     0.980     0.000
    0.406  -13.7873     0.000     0.980     0.000
    0.437  -13.7884     0.000     0.980     0.000
    0.468  -13.7894     0.000     0.978     0.000
    0.500  -13.7873     0.000     0.977     0.000
    0.531  -13.7847     0.000     0.979     0.000
    0.562  -13.7818     0.000     0.979     0.000
    0.593  -13.7785     0.000     0.980     0.000
    0.593  -13.7785     0.000     0.980     0.000
    0.604  -13.7785     0.000     0.978     0.000
    0.615  -13.7786     0.000     0.980     0.000
    0.626  -13.7787     0.000     0.978     0.000
    0.637  -13.7788     0.000     0.980     0.000
    0.649  -13.7789     0.000     0.979     0.000
    0.660  -13.7790     0.000     0.978     0.000
    0.671  -13.7791     0.000     0.978     0.000
    0.682  -13.7793     0.000     0.980     0.000
    0.693  -13.7794     0.000     0.978     0.000
    0.704  -13.7796     0.000     0.978     0.000
    0.715  -13.7798     0.000     0.978     0.000
    0.726  -13.7799     0.000     0.980     0.000
    0.737  -13.7802     0.000     0.980     0.000
    0.748  -13.7803     0.000     0.978     0.000
    0.759  -13.7805     0.000     0.978     0.000
    0.770  -13.7807     0.000     0.980     0.000
    0.781  -13.7809     0.000     0.980     0.000
    0.792  -13.7811     0.000     0.978     0.000
    0.803  -13.7812     0.000     0.980     0.000
    0.803  -13.7812     0.000     0.980     0.000
    0.836  -13.7815     0.000     0.978     0.000
    0.869  -13.7783     0.000     0.978     0.000
    0.902  -13.7747     0.000     0.978     0.000
    0.936  -13.7746     0.000     0.978     0.000
    0.969  -13.7781     0.000     0.979     0.000
    1.002  -13.7809     0.000     0.978     0.000
    1.035  -13.7826     0.000     0.981     0.000
    1.068  -13.7825     0.000     0.982     0.000
    1.101  -13.7825     0.000     0.980     0.000
    1.134  -13.7825     0.000     0.980     0.000
    1.167  -13.7825     0.000     0.980     0.000
    1.201  -13.7824     0.000     0.980     0.000
    1.234  -13.7824     0.000     0.982     0.000
    1.267  -13.7824     0.000     0.980     0.000
    1.300  -13.7824     0.000     0.980     0.000
    1.333  -13.7824     0.000     0.981     0.000
    1.366  -13.7824     0.000     0.980     0.000
    1.399  -13.7824     0.000     0.981     0.000
    1.432  -13.7824     0.000     0.980     0.000
    1.432  -13.7824     0.000     0.980     0.000
    1.459  -13.7824     0.000     0.981     0.000
    1.486  -13.7824     0.000     0.981     0.000
    1.514  -13.7824     0.000     0.981     0.000
    1.541  -13.7825     0.000     0.980     0.000
    1.568  -13.7825     0.000     0.980     0.000
    1.595  -13.7826     0.000     0.981     0.000
    1.622  -13.7827     0.000     0.980     0.000
    1.649  -13.7828     0.000     0.981     0.000
    1.676  -13.7830     0.000     0.980     0.000
    1.703  -13.7831     0.000     0.981     0.000
    1.730  -13.7833     0.000     0.981     0.000
    1.757  -13.7836     0.000     0.980     0.000
    1.784  -13.7840     0.000     0.980     0.000
    1.811  -13.7844     0.000     0.979     0.000
    1.838  -13.7850     0.000     0.979     0.000
    1.865  -13.7857     0.000     0.980     0.000
    1.892  -13.7865     0.000     0.978     0.000
    1.919  -13.7872     0.000     0.978     0.000
    1.946  -13.7874     0.000     0.977     0.000
    1.946  -13.7874     0.000     0.977     0.000
    1.968  -13.7873     0.000     0.977     0.000
    1.990  -13.7869     0.000     0.978     0.000
    2.012  -13.7862     0.000     0.978     0.000
    2.035  -13.7853     0.000     0.978     0.000
    2.057  -13.7843     0.000     0.978     0.000
    2.079  -13.7832     0.000     0.977     0.000
    2.101  -13.7820     0.000     0.979     0.000
    2.123  -13.7807     0.000     0.978     0.000
