# energy dos
-1.891659999999999897e+01 0.000000000000000000e+00
-1.891329999999999956e+01 0.000000000000000000e+00
-1.890990000000000038e+01 0.000000000000000000e+00
-1.890660000000000096e+01 0.000000000000000000e+00
-1.890330000000000155e+01 0.000000000000000000e+00
-1.889989999999999881e+01 0.000000000000000000e+00
-1.889659999999999940e+01 0.000000000000000000e+00
-1.889329999999999998e+01 0.000000000000000000e+00
-1.888990000000000080e+01 0.000000000000000000e+00
-1.888660000000000139e+01 0.000000000000000000e+00
-1.888329999999999842e+01 0.000000000000000000e+00
-1.887989999999999924e+01 0.000000000000000000e+00
-1.887659999999999982e+01 0.000000000000000000e+00
-1.887330000000000041e+01 0.000000000000000000e+00
-1.886990000000000123e+01 0.000000000000000000e+00
-1.886659999999999826e+01 0.000000000000000000e+00
-1.886329999999999885e+01 0.000000000000000000e+00
-1.885989999999999966e+01 0.000000000000000000e+00
-1.885660000000000025e+01 0.000000000000000000e+00
-1.885330000000000084e+01 0.000000000000000000e+00
-1.884989999999999810e+01 0.000000000000000000e+00
-1.884659999999999869e+01 0.000000000000000000e+00
-1.884329999999999927e+01 0.000000000000000000e+00
-1.883990000000000009e+01 0.000000000000000000e+00
-1.883660000000000068e+01 0.000000000000000000e+00
-1.883330000000000126e+01 0.000000000000000000e+00
-1.882989999999999853e+01 0.000000000000000000e+00
-1.882659999999999911e+01 0.000000000000000000e+00
-1.882329999999999970e+01 0.000000000000000000e+00
-1.881990000000000052e+01 0.000000000000000000e+00
-1.881660000000000110e+01 0.000000000000000000e+00
-1.881329999999999814e+01 0.000000000000000000e+00
-1.880989999999999895e+01 0.000000000000000000e+00
-1.880659999999999954e+01 0.000000000000000000e+00
-1.880330000000000013e+01 0.000000000000000000e+00
-1.879990000000000094e+01 0.000000000000000000e+00
-1.879660000000000153e+01 0.000000000000000000e+00
-1.879329999999999856e+01 0.000000000000000000e+00
-1.878989999999999938e+01 0.000000000000000000e+00
-1.878659999999999997e+01 0.000000000000000000e+00
-1.878330000000000055e+01 0.000000000000000000e+00
-1.877990000000000137e+01 0.000000000000000000e+00
-1.877659999999999840e+01 0.000000000000000000e+00
-1.877329999999999899e+01 0.000000000000000000e+00
-1.876989999999999981e+01 0.000000000000000000e+00
-1.876660000000000039e+01 0.000000000000000000e+00
-1.876330000000000098e+01 0.000000000000000000e+00
-1.875989999999999824e+01 0.000000000000000000e+00
-1.875659999999999883e+01 0.000000000000000000e+00
-1.875329999999999941e+01 0.000000000000000000e+00
-1.874990000000000023e+01 0.000000000000000000e+00
-1.874660000000000082e+01 0.000000000000000000e+00
-1.874330000000000140e+01 0.000000000000000000e+00
-1.873989999999999867e+01 0.000000000000000000e+00
-1.873659999999999926e+01 0.000000000000000000e+00
-1.873329999999999984e+01 0.000000000000000000e+00
-1.872990000000000066e+01 0.000000000000000000e+00
-1.872660000000000124e+01 0.000000000000000000e+00
-1.872329999999999828e+01 0.000000000000000000e+00
-1.871989999999999910e+01 0.000000000000000000e+00
-1.871659999999999968e+01 0.000000000000000000e+00
-1.871330000000000027e+01 0.000000000000000000e+00
-1.870990000000000109e+01 0.000000000000000000e+00
-1.870659999999999812e+01 0.000000000000000000e+00
-1.870329999999999870e+01 0.000000000000000000e+00
-1.869989999999999952e+01 0.000000000000000000e+00
-1.869660000000000011e+01 0.000000000000000000e+00
-1.869330000000000069e+01 0.000000000000000000e+00
-1.868990000000000151e+01 0.000000000000000000e+00
-1.868659999999999854e+01 0.000000000000000000e+00
-1.868329999999999913e+01 0.000000000000000000e+00
-1.867989999999999995e+01 0.000000000000000000e+00
-1.867660000000000053e+01 0.000000000000000000e+00
-1.867330000000000112e+01 0.000000000000000000e+00
-1.866989999999999839e+01 0.000000000000000000e+00
-1.866659999999999897e+01 0.000000000000000000e+00
-1.866329999999999956e+01 0.000000000000000000e+00
-1.865990000000000038e+01 0.000000000000000000e+00
-1.865660000000000096e+01 0.000000000000000000e+00
-1.865330000000000155e+01 0.000000000000000000e+00
-1.864989999999999881e+01 0.000000000000000000e+00
-1.864659999999999940e+01 0.000000000000000000e+00
-1.864329999999999998e+01 0.000000000000000000e+00
-1.863990000000000080e+01 0.000000000000000000e+00
-1.863660000000000139e+01 0.000000000000000000e+00
-1.863329999999999842e+01 0.000000000000000000e+00
-1.862989999999999924e+01 0.000000000000000000e+00
-1.862659999999999982e+01 0.000000000000000000e+00
-1.862330000000000041e+01 0.000000000000000000e+00
-1.861990000000000123e+01 0.000000000000000000e+00
-1.861659999999999826e+01 0.000000000000000000e+00
-1.861329999999999885e+01 0.000000000000000000e+00
-1.860989999999999966e+01 0.000000000000000000e+00
-1.860660000000000025e+01 0.000000000000000000e+00
-1.860330000000000084e+01 0.000000000000000000e+00
-1.859989999999999810e+01 0.000000000000000000e+00
-1.859659999999999869e+01 0.000000000000000000e+00
-1.859329999999999927e+01 0.000000000000000000e+00
-1.858990000000000009e+01 0.000000000000000000e+00
-1.858660000000000068e+01 0.000000000000000000e+00
-1.858330000000000126e+01 0.000000000000000000e+00
-1.857989999999999853e+01 0.000000000000000000e+00
-1.857659999999999911e+01 0.000000000000000000e+00
-1.857329999999999970e+01 0.000000000000000000e+00
-1.856990000000000052e+01 0.000000000000000000e+00
-1.856660000000000110e+01 0.000000000000000000e+00
-1.856329999999999814e+01 0.000000000000000000e+00
-1.855989999999999895e+01 0.000000000000000000e+00
-1.855659999999999954e+01 0.000000000000000000e+00
-1.855330000000000013e+01 0.000000000000000000e+00
-1.854990000000000094e+01 0.000000000000000000e+00
-1.854660000000000153e+01 0.000000000000000000e+00
-1.854329999999999856e+01 0.000000000000000000e+00
-1.853989999999999938e+01 0.000000000000000000e+00
-1.853659999999999997e+01 0.000000000000000000e+00
-1.853330000000000055e+01 0.000000000000000000e+00
-1.852990000000000137e+01 0.000000000000000000e+00
-1.852659999999999840e+01 0.000000000000000000e+00
-1.852329999999999899e+01 0.000000000000000000e+00
-1.851989999999999981e+01 0.000000000000000000e+00
-1.851660000000000039e+01 0.000000000000000000e+00
-1.851330000000000098e+01 0.000000000000000000e+00
-1.850989999999999824e+01 0.000000000000000000e+00
-1.850659999999999883e+01 0.000000000000000000e+00
-1.850329999999999941e+01 0.000000000000000000e+00
-1.849990000000000023e+01 0.000000000000000000e+00
-1.849660000000000082e+01 0.000000000000000000e+00
-1.849330000000000140e+01 0.000000000000000000e+00
-1.848989999999999867e+01 0.000000000000000000e+00
-1.848659999999999926e+01 0.000000000000000000e+00
-1.848329999999999984e+01 0.000000000000000000e+00
-1.847990000000000066e+01 0.000000000000000000e+00
-1.847660000000000124e+01 0.000000000000000000e+00
-1.847329999999999828e+01 0.000000000000000000e+00
-1.846989999999999910e+01 0.000000000000000000e+00
-1.846659999999999968e+01 0.000000000000000000e+00
-1.846330000000000027e+01 0.000000000000000000e+00
-1.845990000000000109e+01 0.000000000000000000e+00
-1.845659999999999812e+01 0.000000000000000000e+00
-1.845329999999999870e+01 0.000000000000000000e+00
-1.844989999999999952e+01 0.000000000000000000e+00
-1.844660000000000011e+01 0.000000000000000000e+00
-1.844330000000000069e+01 0.000000000000000000e+00
-1.843990000000000151e+01 0.000000000000000000e+00
-1.843659999999999854e+01 0.000000000000000000e+00
-1.843329999999999913e+01 0.000000000000000000e+00
-1.842989999999999995e+01 0.000000000000000000e+00
-1.842660000000000053e+01 0.000000000000000000e+00
-1.842330000000000112e+01 0.000000000000000000e+00
-1.841989999999999839e+01 0.000000000000000000e+00
-1.841659999999999897e+01 0.000000000000000000e+00
-1.841329999999999956e+01 0.000000000000000000e+00
-1.840990000000000038e+01 0.000000000000000000e+00
-1.840660000000000096e+01 0.000000000000000000e+00
-1.840330000000000155e+01 0.000000000000000000e+00
-1.839989999999999881e+01 0.000000000000000000e+00
-1.839659999999999940e+01 0.000000000000000000e+00
-1.839329999999999998e+01 0.000000000000000000e+00
-1.838990000000000080e+01 0.000000000000000000e+00
-1.838660000000000139e+01 0.000000000000000000e+00
-1.838329999999999842e+01 0.000000000000000000e+00
-1.837989999999999924e+01 0.000000000000000000e+00
-1.837659999999999982e+01 0.000000000000000000e+00
-1.837330000000000041e+01 0.000000000000000000e+00
-1.836990000000000123e+01 0.000000000000000000e+00
-1.836659999999999826e+01 0.000000000000000000e+00
-1.836329999999999885e+01 0.000000000000000000e+00
-1.835989999999999966e+01 0.000000000000000000e+00
-1.835660000000000025e+01 0.000000000000000000e+00
-1.835330000000000084e+01 0.000000000000000000e+00
-1.834989999999999810e+01 0.000000000000000000e+00
-1.834659999999999869e+01 0.000000000000000000e+00
-1.834329999999999927e+01 0.000000000000000000e+00
-1.833990000000000009e+01 0.000000000000000000e+00
-1.833660000000000068e+01 0.000000000000000000e+00
-1.833330000000000126e+01 0.000000000000000000e+00
-1.832989999999999853e+01 0.000000000000000000e+00
-1.832659999999999911e+01 0.000000000000000000e+00
