#k-distance eigenvalue[eV]
0.79311079 -16.44760000
0.83717250 -16.44770000
0.83717250 -16.44770000
0.88748512 -16.44760000
0.93779772 -16.44780000
0.98811034 -16.44790000
1.03842296 -16.44790000
1.08873557 -16.44790000
1.13904819 -16.44790000
1.13904819 -16.44790000
1.18458437 -16.44780000
1.23012055 -16.44760000
1.27565673 -16.44720000
1.32119292 -16.44650000
1.36672910 -16.44550000
1.41226528 -16.44440000
1.45780144 -16.44320000
1.50333762 -16.44180000
1.54887381 -16.44030000
1.59440999 -16.43890000
1.63994617 -16.43780000
1.68548235 -16.43700000
1.73101854 -16.43680000
1.73101854 -16.43680000
1.77531841 -16.43680000
1.81961830 -16.43700000
1.86391817 -16.43730000
1.90821805 -16.43760000
1.95251793 -16.43810000
1.99681781 -16.43850000
2.04111768 -16.43910000
2.08541757 -16.43970000
2.12971744 -16.44030000
2.17401732 -16.44100000
2.21831720 -16.44160000
2.26261708 -16.44210000
2.30691695 -16.44240000
2.35121684 -16.44270000
2.39551671 -16.44270000
2.39551671 -16.44270000
2.43864182 -16.44260000
2.48176691 -16.44220000
2.52489201 -16.44130000
2.56801710 -16.44040000
2.61114221 -16.43920000
2.65426730 -16.43800000
2.69739240 -16.43660000
2.74051751 -16.43500000
2.78364260 -16.43390000
2.82676770 -16.43280000
2.86989279 -16.43200000
2.91301790 -16.43120000
2.95614299 -16.43080000
2.99926809 -16.43070000
2.99926809 -16.43070000
3.04795325 -16.43080000
3.09663838 -16.43080000
3.14532354 -16.43100000
3.19400870 -16.43120000
3.24269385 -16.43150000
3.29137899 -16.43190000
3.34006414 -16.43250000
3.38874930 -16.43290000
3.43743443 -16.43340000
3.43743443 -16.43340000
3.48130351 -16.43400000
3.52517261 -16.43460000
3.56904169 -16.43530000
3.61291076 -16.43600000
3.65677984 -16.43660000
3.70064891 -16.43720000
3.74451799 -16.43800000
3.78838709 -16.43880000
3.83225616 -16.43940000
3.87612524 -16.44010000
3.91999431 -16.44080000
3.96386339 -16.44140000
4.00773247 -16.44190000
4.05160157 -16.44220000
4.09547064 -16.44250000
4.13933972 -16.44270000
4.18320879 -16.44270000
4.18320879 -16.44770000
4.23758671 -16.44760000
4.29196465 -16.44720000
4.34634257 -16.44640000
4.40072049 -16.44530000
4.40072049 -16.44530000
4.44498198 -16.44430000
4.48924346 -16.44320000
4.53350495 -16.44190000
4.57776643 -16.44040000
4.62202793 -16.43900000
4.66628940 -16.43760000
4.71055090 -16.43630000
4.75481237 -16.43500000
4.79907387 -16.43380000
4.84333535 -16.43280000
4.88759684 -16.43180000
4.93185832 -16.43120000
4.97611981 -16.43080000
5.02038129 -16.43070000

0.00000000 -16.38590000
0.04406171 -16.38600000
0.08812342 -16.38600000
0.13218513 -16.38580000
0.17624684 -16.38560000
0.22030856 -16.38520000
0.26437027 -16.38480000
0.30843198 -16.38440000
0.35249369 -16.38400000
0.39655540 -16.38350000
0.44061710 -16.38310000
0.48467881 -16.38260000
0.52874052 -16.38220000
0.57280223 -16.38180000
0.61686394 -16.38150000
0.66092565 -16.38130000
0.70498736 -16.38100000
0.74904907 -16.38090000
0.79311079 -16.38080000
0.83717250 -16.38080000
0.83717250 -16.38080000
0.88748512 -16.38080000
0.93779772 -16.38080000
0.98811034 -16.38080000
1.03842296 -16.38080000
1.08873557 -16.38080000
1.13904819 -16.38070000
1.13904819 -16.38070000
1.18458437 -16.38080000
1.23012055 -16.38100000
1.27565673 -16.38120000
1.32119292 -16.38160000
1.36672910 -16.38200000
1.41226528 -16.38250000
1.45780144 -16.38300000
1.50333762 -16.38350000
1.54887381 -16.38390000
1.59440999 -16.38430000
1.63994617 -16.38460000
1.68548235 -16.38480000
1.73101854 -16.38490000
1.73101854 -16.38490000
1.77531841 -16.38490000
1.81961830 -16.38500000
1.86391817 -16.38520000
1.90821805 -16.38530000
1.95251793 -16.38550000
1.99681781 -16.38560000
2.04111768 -16.38580000
2.08541757 -16.38600000
2.12971744 -16.38610000
2.17401732 -16.38610000
2.21831720 -16.38620000
2.26261708 -16.38620000
2.30691695 -16.38620000
2.35121684 -16.38620000
2.39551671 -16.38590000
2.39551671 -16.38590000
2.43864182 -16.38620000
2.48176691 -16.38670000
2.52489201 -16.38730000
2.56801710 -16.38800000
2.61114221 -16.38860000
2.65426730 -16.38920000
2.69739240 -16.38960000
2.74051751 -16.38990000
2.78364260 -16.39020000
2.82676770 -16.39040000
2.86989279 -16.39040000
2.91301790 -16.39040000
2.95614299 -16.39040000
2.99926809 -16.39050000
2.99926809 -16.39050000
3.04795325 -16.39050000
3.09663838 -16.39020000
3.14532354 -16.38980000
3.19400870 -16.38930000
3.24269385 -16.38880000
3.29137899 -16.38810000
3.34006414 -16.38740000
3.38874930 -16.38680000
3.43743443 -16.38620000
3.43743443 -16.38620000
3.48130351 -16.38570000
3.52517261 -16.38520000
3.56904169 -16.38490000
3.61291076 -16.38460000
3.65677984 -16.38430000
3.70064891 -16.38430000
3.74451799 -16.38430000
3.78838709 -16.38440000
3.83225616 -16.38450000
3.87612524 -16.38480000
3.91999431 -16.38510000
3.96386339 -16.38540000
4.00773247 -16.38560000
4.05160157 -16.38580000
4.09547064 -16.38600000
4.13933972 -16.38610000
4.18320879 -16.38590000
4.18320879 -16.38080000
4.23758671 -16.38090000
4.29196465 -16.38120000
4.34634257 -16.38160000
4.40072049 -16.38220000
4.40072049 -16.38220000
4.44498198 -16.38300000
4.48924346 -16.38370000
4.53350495 -16.38440000
4.57776643 -16.38510000
4.62202793 -16.38590000
4.66628940 -16.38670000
4.71055090 -16.38750000
4.75481237 -16.38830000
4.79907387 -16.38890000
4.84333535 -16.38950000
4.88759684 -16.38990000
4.93185832 -16.39020000
4.97611981 -16.39050000
5.02038129 -16.39050000

0.00000000 -16.38150000
0.04406171 -16.38140000
0.08812342 -16.38130000
0.13218513 -16.38100000
0.17624684 -16.38070000
0.22030856 -16.38000000
0.26437027 -16.37940000
0.30843198 -16.37890000
0.35249369 -16.37840000
0.39655540 -16.37760000
0.44061710 -16.37700000
0.48467881 -16.37650000
0.52874052 -16.37590000
0.57280223 -16.37540000
0.61686394 -16.37490000
0.66092565 -16.37460000
0.70498736 -16.37420000
0.74904907 -16.37400000
0.79311079 -16.37390000
0.83717250 -16.37390000
0.83717250 -16.37390000
0.88748512 -16.37390000
0.93779772 -16.37380000
0.98811034 -16.37380000
1.03842296 -16.37380000
1.08873557 -16.37370000
1.13904819 -16.37370000
1.13904819 -16.37370000
1.18458437 -16.37370000
1.23012055 -16.37400000
1.27565673 -16.37430000
1.32119292 -16.37470000
1.36672910 -16.37510000
1.41226528 -16.37560000
1.45780144 -16.37630000
1.50333762 -16.37690000
1.54887381 -16.37750000
1.59440999 -16.37810000
1.63994617 -16.37850000
1.68548235 -16.37880000
1.73101854 -16.37900000
1.73101854 -16.37900000
1.77531841 -16.37890000
1.81961830 -16.37890000
1.86391817 -16.37880000
1.90821805 -16.37890000
1.95251793 -16.37890000
1.99681781 -16.37900000
2.04111768 -16.37920000
2.08541757 -16.37950000
2.12971744 -16.37980000
2.17401732 -16.38010000
2.21831720 -16.38050000
2.26261708 -16.38100000
2.30691695 -16.38120000
2.35121684 -16.38150000
2.39551671 -16.38150000
2.39551671 -16.38150000
2.43864182 -16.38130000
2.48176691 -16.38110000
2.52489201 -16.38080000
2.56801710 -16.38060000
2.61114221 -16.38060000
2.65426730 -16.38080000
2.69739240 -16.38110000
2.74051751 -16.38150000
2.78364260 -16.38210000
2.82676770 -16.38270000
2.86989279 -16.38320000
2.91301790 -16.38350000
2.95614299 -16.38370000
2.99926809 -16.38390000
2.99926809 -16.38390000
3.04795325 -16.38390000
3.09663838 -16.38360000
3.14532354 -16.38320000
3.19400870 -16.38270000
3.24269385 -16.38200000
3.29137899 -16.38140000
3.34006414 -16.38080000
3.38874930 -16.38030000
3.43743443 -16.37980000
3.43743443 -16.37980000
3.48130351 -16.37950000
3.52517261 -16.37920000
3.56904169 -16.37900000
3.61291076 -16.37880000
3.65677984 -16.37870000
3.70064891 -16.37870000
3.74451799 -16.37880000
3.78838709 -16.37900000
3.83225616 -16.37930000
3.87612524 -16.37960000
3.91999431 -16.38000000
3.96386339 -16.38030000
4.00773247 -16.38060000
4.05160157 -16.38110000
4.09547064 -16.38130000
4.13933972 -16.38140000
4.18320879 -16.38150000
4.18320879 -16.37390000
4.23758671 -16.37400000
4.29196465 -16.37430000
4.34634257 -16.37470000
4.40072049 -16.37530000
4.40072049 -16.37530000
4.44498198 -16.37600000
4.48924346 -16.37680000
4.53350495 -16.37750000
4.57776643 -16.37820000
4.62202793 -16.37900000
4.66628940 -16.37980000
4.71055090 -16.38080000
4.75481237 -16.38170000
4.79907387 -16.38240000
4.84333535 -16.38290000
4.88759684 -16.38340000
4.93185832 -16.38360000
4.97611981 -16.38400000
5.02038129 -16.38390000

0.00000000 -16.35840000
0.04406171 -16.35850000
0.08812342 -16.35850000
0.13218513 -16.35860000
0.17624684 -16.35860000
0.22030856 -16.35830000
0.26437027 -16.35820000
0.30843198 -16.35810000
0.35249369 -16.35800000
0.39655540 -16.35760000
0.44061710 -16.35750000
0.48467881 -16.35740000
0.52874052 -16.35720000
0.57280223 -16.35710000
0.61686394 -16.35700000
0.66092565 -16.35700000
0.70498736 -16.35670000
0.74904907 -16.35680000
0.79311079 -16.35670000
0.83717250 -16.35670000
0.83717250 -16.35670000
0.88748512 -16.35670000
0.93779772 -16.35670000
0.98811034 -16.35670000
1.03842296 -16.35670000
1.08873557 -16.35660000
1.13904819 -16.35660000
1.13904819 -16.35660000
1.18458437 -16.35660000
1.23012055 -16.35660000
1.27565673 -16.35660000
1.32119292 -16.35650000
1.36672910 -16.35640000
1.41226528 -16.35630000
1.45780144 -16.35630000
1.50333762 -16.35630000
1.54887381 -16.35620000
1.59440999 -16.35630000
1.63994617 -16.35630000
1.68548235 -16.35620000
1.73101854 -16.35630000
1.73101854 -16.35630000
1.77531841 -16.35630000
1.81961830 -16.35650000
1.86391817 -16.35660000
1.90821805 -16.35690000
1.95251793 -16.35710000
1.99681781 -16.35740000
2.04111768 -16.35760000
2.08541757 -16.35790000
2.12971744 -16.35820000
2.17401732 -16.35830000
2.21831720 -16.35840000
2.26261708 -16.35850000
2.30691695 -16.35850000
2.35121684 -16.35850000
2.39551671 -16.35840000
2.39551671 -16.35840000
2.43864182 -16.35840000
2.48176691 -16.35840000
2.52489201 -16.35830000
2.56801710 -16.35810000
2.61114221 -16.35780000
2.65426730 -16.35740000
2.69739240 -16.35680000
2.74051751 -16.35610000
2.78364260 -16.35560000
2.82676770 -16.35490000
2.86989279 -16.35440000
2.91301790 -16.35380000
2.95614299 -16.35350000
2.99926809 -16.35340000
2.99926809 -16.35340000
3.04795325 -16.35350000
3.09663838 -16.35360000
3.14532354 -16.35370000
3.19400870 -16.35380000
3.24269385 -16.35390000
3.29137899 -16.35410000
3.34006414 -16.35440000
3.38874930 -16.35470000
3.43743443 -16.35510000
3.43743443 -16.35510000
3.48130351 -16.35550000
3.52517261 -16.35580000
3.56904169 -16.35620000
3.61291076 -16.35650000
3.65677984 -16.35680000
3.70064891 -16.35700000
3.74451799 -16.35730000
3.78838709 -16.35750000
3.83225616 -16.35770000
3.87612524 -16.35800000
3.91999431 -16.35820000
3.96386339 -16.35840000
4.00773247 -16.35840000
4.05160157 -16.35860000
4.09547064 -16.35850000
4.13933972 -16.35850000
4.18320879 -16.35840000
4.18320879 -16.35670000
4.23758671 -16.35670000
4.29196465 -16.35660000
4.34634257 -16.35630000
4.40072049 -16.35600000
4.40072049 -16.35600000
4.44498198 -16.35580000
4.48924346 -16.35560000
4.53350495 -16.35520000
4.57776643 -16.35490000
4.62202793 -16.35460000
4.66628940 -16.35430000
4.71055090 -16.35430000
4.75481237 -16.35420000
4.79907387 -16.35400000
4.84333535 -16.35380000
