#K-Path          Energy     s     py     pz     px    dxy    dyz    dz2    dxz  x2-y2    tot
# NKPTS & NBANDS: 120  76
# Band-Index    1
   2.18910    -14.398934  0.000  0.000  0.000  0.000  0.003  0.003  0.360  0.003  0.433  0.803
   2.21118    -14.391051  0.000  0.000  0.000  0.000  0.003  0.003  0.354  0.003  0.440  0.805
   2.23326    -14.382872  0.000  0.000  0.000  0.000  0.003  0.003  0.349  0.003  0.449  0.807
   2.25534    -14.374495  0.000  0.000  0.000  0.000  0.003  0.003  0.342  0.003  0.456  0.809
   2.27742    -14.366034  0.000  0.000  0.000  0.000  0.004  0.003  0.338  0.004  0.464  0.811
   2.29950    -14.357630  0.000  0.000  0.000  0.000  0.004  0.003  0.333  0.004  0.470  0.813
   2.32158    -14.349410  0.000  0.000  0.000  0.000  0.003  0.003  0.329  0.003  0.476  0.816
   2.34366    -14.341515  0.000  0.000  0.000  0.000  0.002  0.003  0.328  0.002  0.479  0.817
   2.36574    -14.334076  0.000  0.000  0.000  0.000  0.004  0.004  0.328  0.004  0.480  0.820
   2.36574    -14.334076  0.000  0.000  0.000  0.000  0.004  0.004  0.328  0.004  0.480  0.820
   2.38136    -14.333990  0.000  0.000  0.000  0.000  0.004  0.004  0.344  0.004  0.464  0.820
   2.39697    -14.333759  0.000  0.000  0.000  0.000  0.004  0.004  0.360  0.004  0.450  0.820
   2.41258    -14.333332  0.000  0.000  0.000  0.000  0.004  0.004  0.375  0.004  0.434  0.820
   2.42820    -14.332738  0.000  0.000  0.000  0.000  0.004  0.004  0.390  0.004  0.420  0.820
   2.44381    -14.332000  0.000  0.000  0.000  0.000  0.004  0.004  0.406  0.004  0.404  0.820
   2.45943    -14.331108  0.000  0.000  0.000  0.000  0.004  0.004  0.422  0.004  0.388  0.820
   2.47504    -14.330077  0.000  0.000  0.000  0.000  0.004  0.004  0.438  0.004  0.372  0.820
   2.49065    -14.328928  0.000  0.000  0.000  0.000  0.004  0.004  0.456  0.004  0.356  0.820
   2.50627    -14.327673  0.000  0.000  0.000  0.000  0.004  0.004  0.472  0.004  0.340  0.823
   2.52188    -14.326389  0.000  0.000  0.000  0.000  0.004  0.004  0.492  0.004  0.322  0.824
   2.53749    -14.325076  0.000  0.000  0.000  0.000  0.004  0.004  0.509  0.004  0.304  0.824
   2.55311    -14.323696  0.000  0.000  0.000  0.000  0.004  0.004  0.528  0.004  0.288  0.824
   2.56872    -14.322351  0.000  0.000  0.000  0.000  0.004  0.004  0.546  0.000  0.270  0.824
   2.58433    -14.321049  0.000  0.000  0.000  0.000  0.004  0.004  0.564  0.000  0.254  0.826
   2.59995    -14.319911  0.000  0.000  0.000  0.000  0.004  0.004  0.581  0.000  0.238  0.826
   2.61556    -14.318961  0.000  0.000  0.000  0.000  0.004  0.004  0.595  0.000  0.225  0.828
   2.63117    -14.318208  0.000  0.000  0.000  0.000  0.004  0.004  0.606  0.000  0.214  0.828
   2.64679    -14.317732  0.000  0.000  0.000  0.000  0.004  0.004  0.613  0.000  0.207  0.828
   2.66240    -14.317520  0.000  0.002  0.000  0.000  0.002  0.002  0.616  0.000  0.206  0.828
 
# Band-Index    2
   2.66240    -14.317520  0.000  0.002  0.000  0.000  0.002  0.002  0.616  0.000  0.206  0.828
   2.64679    -14.317730  0.000  0.000  0.000  0.000  0.004  0.004  0.612  0.000  0.209  0.828
   2.63117    -14.318203  0.000  0.000  0.000  0.000  0.004  0.004  0.606  0.000  0.215  0.828
   2.61556    -14.318951  0.000  0.000  0.000  0.000  0.004  0.004  0.594  0.000  0.225  0.828
   2.59995    -14.319894  0.000  0.000  0.000  0.000  0.004  0.004  0.579  0.000  0.239  0.826
   2.58433    -14.321025  0.000  0.000  0.000  0.000  0.004  0.004  0.563  0.000  0.254  0.826
   2.56872    -14.322319  0.000  0.000  0.000  0.000  0.004  0.004  0.545  0.000  0.271  0.824
   2.55311    -14.323656  0.000  0.000  0.000  0.000  0.004  0.004  0.528  0.002  0.288  0.824
   2.53749    -14.325029  0.000  0.000  0.000  0.000  0.004  0.004  0.508  0.004  0.306  0.824
   2.52188    -14.326335  0.000  0.000  0.000  0.000  0.004  0.004  0.490  0.004  0.324  0.824
   2.50627    -14.327614  0.000  0.000  0.000  0.000  0.004  0.004  0.472  0.004  0.340  0.824
   2.49065    -14.328864  0.000  0.000  0.000  0.000  0.004  0.004  0.456  0.004  0.356  0.820
   2.47504    -14.330009  0.000  0.000  0.000  0.000  0.004  0.004  0.438  0.004  0.372  0.820
   2.45943    -14.331036  0.000  0.000  0.000  0.000  0.004  0.004  0.421  0.004  0.388  0.820
   2.44381    -14.331925  0.000  0.000  0.000  0.000  0.004  0.004  0.404  0.004  0.404  0.820
   2.42820    -14.332660  0.000  0.000  0.000  0.000  0.004  0.004  0.389  0.004  0.420  0.820
   2.41258    -14.333253  0.000  0.000  0.000  0.000  0.004  0.004  0.374  0.004  0.436  0.820
   2.39697    -14.333678  0.000  0.000  0.000  0.000  0.004  0.004  0.359  0.004  0.450  0.820
   2.38136    -14.333908  0.000  0.000  0.000  0.000  0.004  0.004  0.344  0.004  0.466  0.820
   2.36574    -14.333995  0.000  0.000  0.000  0.000  0.004  0.004  0.328  0.004  0.480  0.820
   2.36574    -14.333995  0.000  0.000  0.000  0.000  0.004  0.004  0.328  0.004  0.480  0.820
   2.34366    -14.327090  0.000  0.000  0.000  0.000  0.004  0.003  0.330  0.004  0.478  0.821
   2.32158    -14.320731  0.000  0.000  0.000  0.000  0.004  0.001  0.335  0.004  0.476  0.823
   2.29950    -14.315067  0.000  0.000  0.000  0.000  0.004  0.001  0.343  0.004  0.468  0.825
   2.27742    -14.310046  0.000  0.000  0.000  0.000  0.005  0.001  0.352  0.005  0.460  0.826
   2.25534    -14.305677  0.000  0.000  0.000  0.000  0.006  0.001  0.363  0.006  0.450  0.827
   2.23326    -14.301917  0.000  0.000  0.000  0.000  0.006  0.001  0.375  0.006  0.438  0.827
   2.21118    -14.298706  0.000  0.000  0.000  0.000  0.006  0.001  0.385  0.006  0.426  0.828
   2.18910    -14.295981  0.000  0.000  0.000  0.000  0.008  0.001  0.395  0.008  0.416  0.829
   2.16702    -14.293696  0.000  0.000  0.000  0.000  0.008  0.001  0.405  0.008  0.405  0.829
