#K-Path          Energy     s    py    pz    px    dxy    dyz    dz2    dxz    dx2-y2    tot
# NKPTS & NBANDS: 149  48
# Band-Index:    1
   2.47003    -14.188722  0.572  0.000  0.000  0.000  0.000  0.000  0.000  0.000  0.000  0.572
   2.51637    -14.175166  0.574  0.000  0.000  0.000  0.000  0.000  0.000  0.000  0.000  0.574
   2.56270    -14.156684  0.574  0.000  0.000  0.000  0.000  0.000  0.000  0.000  0.000  0.574
   2.60904    -14.133771  0.576  0.000  0.000  0.000  0.000  0.000  0.000  0.000  0.000  0.576
   2.65538    -14.107018  0.578  0.000  0.000  0.000  0.000  0.000  0.000  0.000  0.000  0.578
   2.70172    -14.077123  0.580  0.000  0.000  0.000  0.000  0.000  0.000  0.000  0.000  0.580
   2.74806    -14.044878  0.580  0.000  0.000  0.000  0.000  0.000  0.000  0.000  0.000  0.582
   2.79440    -14.011133  0.582  0.000  0.000  0.000  0.000  0.000  0.000  0.000  0.000  0.582
   2.84074    -13.976783  0.585  0.000  0.000  0.000  0.000  0.000  0.000  0.000  0.000  0.585
   2.84074    -13.976783  0.585  0.000  0.000  0.000  0.000  0.000  0.000  0.000  0.000  0.585
   2.88425    -13.975050  0.585  0.000  0.000  0.000  0.000  0.000  0.000  0.000  0.000  0.585
   2.92775    -13.969891  0.584  0.000  0.000  0.000  0.000  0.000  0.000  0.000  0.000  0.585
   2.97126    -13.961431  0.585  0.000  0.000  0.000  0.000  0.000  0.000  0.000  0.000  0.585
   3.01477    -13.949879  0.586  0.000  0.000  0.000  0.000  0.000  0.000  0.000  0.000  0.586
   3.05828    -13.935529  0.587  0.000  0.000  0.000  0.000  0.000  0.000  0.000  0.000  0.587
   3.10179    -13.918739  0.587  0.000  0.000  0.000  0.000  0.000  0.000  0.000  0.000  0.587
   3.14530    -13.899916  0.588  0.000  0.000  0.000  0.000  0.000  0.000  0.000  0.000  0.588
   3.18881    -13.879548  0.589  0.000  0.000  0.000  0.000  0.000  0.000  0.000  0.000  0.589
   3.23231    -13.858144  0.590  0.000  0.000  0.000  0.000  0.000  0.000  0.000  0.000  0.590
   3.27582    -13.836240  0.591  0.000  0.000  0.000  0.000  0.000  0.000  0.000  0.000  0.591
   3.31933    -13.814394  0.591  0.000  0.000  0.000  0.000  0.000  0.000  0.000  0.000  0.592
   3.36284    -13.793126  0.592  0.000  0.000  0.000  0.000  0.000  0.000  0.000  0.000  0.592
   3.40635    -13.772967  0.593  0.000  0.000  0.000  0.000  0.000  0.000  0.000  0.000  0.593
   3.44986    -13.754413  0.594  0.000  0.000  0.000  0.000  0.000  0.000  0.000  0.000  0.594
   3.49336    -13.737907  0.595  0.000  0.000  0.000  0.000  0.000  0.000  0.000  0.000  0.595
   3.53687    -13.723862  0.594  0.000  0.000  0.000  0.000  0.000  0.000  0.000  0.000  0.594
   3.58038    -13.712585  0.595  0.000  0.000  0.000  0.000  0.000  0.000  0.000  0.000  0.595
   3.62389    -13.704338  0.595  0.000  0.000  0.000  0.000  0.000  0.000  0.000  0.000  0.595
   3.66740    -13.699310  0.595  0.000  0.000  0.000  0.000  0.000  0.000  0.000  0.000  0.595
   3.71091    -13.697615  0.595  0.000  0.000  0.000  0.000  0.000  0.000  0.000  0.000  0.595
   3.71091    -13.697615  0.595  0.000  0.000  0.000  0.000  0.000  0.000  0.000  0.000  0.595
   3.75658    -13.697041  0.596  0.000  0.000  0.000  0.000  0.000  0.000  0.000  0.000  0.596
   3.80225    -13.695359  0.596  0.000  0.000  0.000  0.000  0.000  0.000  0.000  0.000  0.596
   3.84792    -13.692667  0.596  0.000  0.000  0.000  0.000  0.000  0.000  0.000  0.000  0.596
   3.89360    -13.689151  0.595  0.000  0.000  0.000  0.000  0.000  0.000  0.000  0.000  0.595
   3.93927    -13.685028  0.596  0.000  0.000  0.000  0.000  0.000  0.000  0.000  0.000  0.596
   3.98494    -13.680589  0.596  0.000  0.000  0.000  0.000  0.000  0.000  0.000  0.000  0.596
   4.03061    -13.676155  0.596  0.000  0.000  0.000  0.000  0.000  0.000  0.000  0.000  0.596
   4.07628    -13.672075  0.596  0.000  0.000  0.000  0.000  0.000  0.000  0.000  0.000  0.596
   4.12196    -13.668706  0.596  0.000  0.000  0.000  0.000  0.000  0.000  0.000  0.000  0.596
   4.16763    -13.666431  0.596  0.000  0.000  0.000  0.000  0.000  0.000  0.000  0.000  0.596
   4.21330    -13.665595  0.596  0.000  0.000  0.000  0.000  0.000  0.000  0.000  0.000  0.596
   4.21330    -13.665595  0.596  0.000  0.000  0.000  0.000  0.000  0.000  0.000  0.000  0.596
   4.25517    -13.666380  0.596  0.000  0.000  0.000  0.000  0.000  0.000  0.000  0.000  0.596
   4.29703    -13.668865  0.596  0.000  0.000  0.000  0.000  0.000  0.000  0.000  0.000  0.596
   4.33890    -13.673241  0.596  0.000  0.000  0.000  0.000  0.000  0.000  0.000  0.000  0.596
   4.38076    -13.679650  0.595  0.000  0.000  0.000  0.000  0.000  0.000  0.000  0.000  0.596
   4.42263    -13.688182  0.595  0.000  0.000  0.000  0.000  0.000  0.000  0.000  0.000  0.595
   4.46450    -13.698858  0.595  0.000  0.000  0.000  0.000  0.000  0.000  0.000  0.000  0.595
   4.50636    -13.711638  0.595  0.000  0.000  0.000  0.000  0.000  0.000  0.000  0.000  0.595
   4.54823    -13.726432  0.595  0.000  0.000  0.000  0.000  0.000  0.000  0.000  0.000  0.595
   4.59010    -13.743078  0.594  0.000  0.000  0.000  0.000  0.000  0.000  0.000  0.000  0.594
   4.63196    -13.761349  0.594  0.000  0.000  0.000  0.000  0.000  0.000  0.000  0.000  0.594
   4.67383    -13.780955  0.593  0.000  0.000  0.000  0.000  0.000  0.000  0.000  0.000  0.593
   4.71569    -13.801560  0.592  0.000  0.000  0.000  0.000  0.000  0.000  0.000  0.000  0.592
   4.75756    -13.822768  0.591  0.000  0.000  0.000  0.000  0.000  0.000  0.000  0.000  0.591
   4.79943    -13.844160  0.591  0.000  0.000  0.000  0.000  0.000  0.000  0.000  0.000  0.591
   4.84129    -13.865298  0.590  0.000  0.000  0.000  0.000  0.000  0.000  0.000  0.000  0.590
   4.88316    -13.885735  0.589  0.000  0.000  0.000  0.000  0.000  0.000  0.000  0.000  0.589
   4.92502    -13.905014  0.588  0.000  0.000  0.000  0.000  0.000  0.000  0.000  0.000  0.588
   4.96689    -13.922712  0.587  0.000  0.000  0.000  0.000  0.000  0.000  0.000  0.000  0.588
   5.00876    -13.938431  0.586  0.000  0.000  0.000  0.000  0.000  0.000  0.000  0.000  0.586
   5.05062    -13.951811  0.586  0.000  0.000  0.000  0.000  0.000  0.000  0.000  0.000  0.586
   5.09249    -13.962549  0.585  0.000  0.000  0.000  0.000  0.000  0.000  0.000  0.000  0.585
   5.13435    -13.970397  0.584  0.000  0.000  0.000  0.000  0.000  0.000  0.000  0.000  0.585
   5.17622    -13.975178  0.585  0.000  0.000  0.000  0.000  0.000  0.000  0.000  0.000  0.585
   5.21809    -13.976783  0.585  0.000  0.000  0.000  0.000  0.000  0.000  0.000  0.000  0.585
   5.21809    -13.697615  0.595  0.000  0.000  0.000  0.000  0.000  0.000  0.000  0.000  0.595
   5.26443    -13.708458  0.594  0.000  0.000  0.000  0.000  0.000  0.000  0.000  0.000  0.596
   5.31076    -13.719548  0.594  0.000  0.000  0.000  0.000  0.000  0.000  0.000  0.000  0.594
   5.35710    -13.730540  0.594  0.000  0.000  0.000  0.000  0.000  0.000  0.000  0.000  0.594
   5.40344    -13.741065  0.594  0.000  0.000  0.000  0.000  0.000  0.000  0.000  0.000  0.594
   5.44978    -13.750752  0.592  0.000  0.000  0.000  0.000  0.000  0.000  0.000  0.000  0.592
   5.49612    -13.759239  0.592  0.000  0.000  0.000  0.000  0.000  0.000  0.000  0.000  0.592
   5.54246    -13.766219  0.592  0.000  0.000  0.000  0.000  0.000  0.000  0.000  0.000  0.592
   5.58880    -13.771410  0.592  0.000  0.000  0.000  0.000  0.000  0.000  0.000  0.000  0.592
   5.63514    -13.774610  0.592  0.000  0.000  0.000  0.000  0.000  0.000  0.000  0.000  0.592
   5.68147    -13.775691  0.592  0.000  0.000  0.000  0.000  0.000  0.000  0.000  0.000  0.592
   5.68147    -13.665595  0.596  0.000  0.000  0.000  0.000  0.000  0.000  0.000  0.000  0.596
   5.72781    -13.665878  0.596  0.000  0.000  0.000  0.000  0.000  0.000  0.000  0.000  0.596
   5.77415    -13.666683  0.596  0.000  0.000  0.000  0.000  0.000  0.000  0.000  0.000  0.596
