#K-Path          Energy     s    py    pz    px    dxy    dyz    dz2    dxz    dx2-y2    tot
# NKPTS & NBANDS: 149  48
# Band-Index:    1
   4.25517    -13.666380  0.004  0.007  0.003  0.006  0.022  0.012  0.016  0.011  0.024  0.106
   4.29703    -13.668865  0.005  0.006  0.003  0.005  0.021  0.012  0.016  0.010  0.026  0.105
   4.33890    -13.673241  0.005  0.007  0.004  0.006  0.019  0.013  0.017  0.009  0.026  0.105
   4.38076    -13.679650  0.006  0.007  0.004  0.005  0.018  0.012  0.017  0.009  0.026  0.104
   4.42263    -13.688182  0.007  0.008  0.004  0.005  0.017  0.013  0.017  0.008  0.026  0.103
   4.46450    -13.698858  0.008  0.007  0.004  0.004  0.016  0.012  0.018  0.007  0.026  0.102
   4.50636    -13.711638  0.010  0.007  0.003  0.004  0.014  0.013  0.018  0.007  0.024  0.100
   4.54823    -13.726432  0.012  0.007  0.003  0.003  0.013  0.012  0.019  0.006  0.023  0.098
   4.59010    -13.743078  0.014  0.006  0.004  0.003  0.012  0.011  0.020  0.006  0.022  0.096
   4.63196    -13.761349  0.016  0.006  0.005  0.003  0.010  0.011  0.021  0.005  0.020  0.094
   4.67383    -13.780955  0.019  0.006  0.005  0.003  0.009  0.009  0.021  0.004  0.019  0.092
   4.71569    -13.801560  0.022  0.005  0.005  0.002  0.008  0.008  0.022  0.003  0.016  0.090
   4.75756    -13.822768  0.024  0.005  0.005  0.002  0.006  0.007  0.022  0.003  0.014  0.088
   4.79943    -13.844160  0.027  0.003  0.005  0.002  0.005  0.006  0.023  0.003  0.013  0.086
   4.84129    -13.865298  0.029  0.003  0.005  0.001  0.003  0.005  0.025  0.002  0.010  0.084
   4.88316    -13.885735  0.031  0.003  0.006  0.001  0.003  0.005  0.025  0.002  0.008  0.083
   4.92502    -13.905014  0.034  0.002  0.006  0.000  0.002  0.003  0.026  0.001  0.007  0.081
   4.96689    -13.922712  0.036  0.002  0.006  0.000  0.002  0.002  0.026  0.001  0.005  0.080
   5.00876    -13.938431  0.038  0.001  0.006  0.000  0.001  0.002  0.026  0.000  0.003  0.078
   5.05062    -13.951811  0.039  0.000  0.006  0.000  0.000  0.001  0.027  0.000  0.002  0.077
   5.09249    -13.962549  0.040  0.000  0.006  0.000  0.000  0.000  0.028  0.000  0.001  0.077
   5.13435    -13.970397  0.041  0.000  0.006  0.000  0.000  0.000  0.028  0.000  0.000  0.077
   5.17622    -13.975178  0.041  0.000  0.006  0.000  0.000  0.000  0.028  0.000  0.000  0.076
   5.21809    -13.976783  0.041  0.000  0.006  0.000  0.000  0.000  0.028  0.000  0.000  0.075
   5.21809    -13.697615  0.008  0.003  0.004  0.008  0.031  0.005  0.018  0.015  0.010  0.102
   5.26443    -13.708458  0.010  0.002  0.004  0.008  0.030  0.004  0.016  0.014  0.010  0.102
   5.31076    -13.719548  0.010  0.002  0.002  0.008  0.030  0.004  0.014  0.014  0.010  0.100
   5.35710    -13.730540  0.012  0.002  0.002  0.008  0.030  0.004  0.012  0.014  0.010  0.100
   5.40344    -13.741065  0.014  0.002  0.002  0.008  0.030  0.004  0.012  0.014  0.010  0.098
   5.44978    -13.750752  0.014  0.002  0.002  0.008  0.030  0.004  0.010  0.014  0.010  0.098
   5.49612    -13.759239  0.016  0.002  0.002  0.008  0.030  0.004  0.010  0.014  0.010  0.098
   5.54246    -13.766219  0.016  0.002  0.002  0.008  0.030  0.004  0.008  0.014  0.010  0.098
   5.58880    -13.771410  0.016  0.002  0.002  0.008  0.030  0.004  0.008  0.014  0.010  0.096
   5.63514    -13.774610  0.018  0.002  0.002  0.008  0.030  0.004  0.008  0.014  0.010  0.096
